Species,Min Elevation Bracket,Max Elevation Bracket
Macleania rupestris,900-999,3800-3899
Maclura tinctoria,100-199,3200-3299
Macrocarpaea glabra,1700-1799,3600-3699
Macrocarpaea macrophylla,200-299,3300-3399
Macrocnemum grandiflorum,200-299,500-599
Macrocnemum roseum,100-199,2200-2299
Macrohasseltia macroterantha,1000-1099,1400-1499
Macrolobium colombianum,300-399,1900-1999
Macrolobium gracile,600-699,700-799
Macrolobium pittieri,200-299,700-799
Magnolia cespedesii,1000-1099,1000-1099
Magnolia chimantensis,1800-1899,2100-2199
Magnolia espinalii,1700-1799,2400-2499
Magnolia silvioi,500-599,1400-1499
Magnolia urraoensis,800-899,1900-1999
Magnolia yarumalensis,200-299,2600-2699
Malmea dimera,400-499,400-499
Malouetia guatemalensis,200-299,700-799
Malpighia glabra,200-299,2200-2299
Manilkara bidentata,100-199,1800-1899
Manilkara chicle,200-299,300-399
Maprounea guianensis,100-199,1300-1399
Maquira calophylla,200-299,200-299
Maquira guianensis,100-199,1000-1099
Marcgraviastrum macrocarpum,1200-1299,2800-2899
Margaritaria nobilis,100-199,2700-2799
Marila geminata,400-499,1000-1099
Marila laxiflora,100-199,700-799
Marila podantha,100-199,1100-1199
Matayba adenanthera,200-299,1400-1499
Matayba arborescens,200-299,2500-2599
Matayba camptoneura,100-199,1800-1899
Matayba elegans,100-199,2500-2599
Matayba guianensis,200-299,2100-2199
Matayba peruviana,1400-1499,1400-1499
Matayba purgans,100-199,600-699
Matayba scrobiculata,200-299,800-899
Matisia castano,200-299,400-499
Matisia cornu-copiae,1000-1099,1000-1099
Matisia floccosa,900-999,1600-1699
Matisia idroboi,100-199,100-199
Matudaea colombiana,1600-1699,2600-2699
Mauria ferruginea,200-299,2600-2699
Mauria heterophylla,1000-1099,3000-3099
Mauria simplicifolia,2000-2099,2000-2099
Mauritia flexuosa,100-199,2100-2199
Mayna grandifolia,100-199,900-999
Mayna odorata,100-199,1400-1499
Mayna suaveolens,100-199,100-199
Maytenus longipes,200-299,900-999
Maytenus verticillata,2300-2399,3600-3699
Melicoccus bijugatus,200-299,1700-1799
Melicoccus oliviformis,200-299,500-599
Meliosma bogotana,2100-2199,2900-2999
Meliosma echeverryana,1100-1199,2400-2499
Meliosma frondosa,1700-1799,3100-3199
Meliosma glossophylla,2300-2399,2800-2899
Meliosma occidentalis,200-299,2100-2199
Annona edulis,200-299,1200-1299
Annona hypoglauca,100-199,100-199
Annona jahnii,100-199,600-699
Annona montana,100-199,1200-1299
Annona mucosa,100-199,1900-1999
Annona muricata,100-199,3500-3599
Annona papilionella,100-199,1400-1499
Annona quinduensis,400-499,2800-2899
Annona rensoniana,100-199,1900-1999
Aparisthmium cordatum,100-199,1100-1199
Apeiba glabra,100-199,1100-1199
Apeiba membranacea,100-199,1100-1199
Apeiba tibourbou,100-199,900-999
Aphelandra glabrata,200-299,2100-2199
Aphelandra lasiophylla,300-399,600-699
Aphelandra pulcherrima,100-199,1300-1399
Aphelandra runcinata,600-699,3300-3399
Aphelandra scolnikiae,1600-1699,2300-2399
Aptandra tubicina,100-199,900-999
Arachnothryx colombiana,400-499,2700-2799
Aralia excelsa,100-199,600-699
Ardisia foetida,100-199,3100-3199
Ardisia guianensis,100-199,2400-2499
Aspidosperma cruentum,200-299,300-399
Aspidosperma cuspa,300-399,900-999
Aspidosperma desmanthum,100-199,2000-2099
Aspidosperma excelsum,100-199,800-899
Aspidosperma megalocarpon,100-199,1000-1099
Aspidosperma parvifolium,100-199,1700-1799
Aspidosperma polyneuron,200-299,600-699
Aspidosperma spruceanum,100-199,1300-1399
Astrocaryum malybo,100-199,2100-2199
Astrocaryum triandrum,200-299,400-499
Astronium graveolens,100-199,1500-1599
Astronium lecointei,100-199,600-699
Meliosma schlimii,1200-1299,1200-1299
Meliosma vasquezii,1100-1199,1100-1199
Meliosma violacea,1100-1199,3300-3399
Meriania albertiae,800-899,2100-2199
Meriania brachycera,2000-2099,3400-3499
Meriania grandidens,600-699,2700-2799
Meriania longifolia,400-499,2900-2999
Meriania mutisii,2600-2699,2900-2999
Meriania nobilis,200-299,3000-3099
Meriania quintuplinervis,1400-1499,3000-3099
Meriania tomentosa,1900-1999,2900-2999
Miconia acanthocoryne,1500-1599,2800-2899
Miconia acutifolia,1800-1899,2100-2199
Miconia adinantha,2000-2099,2400-2499
Miconia affinis,100-199,2300-2399
Miconia albicans,100-199,2000-2099
Miconia alternans,100-199,1700-1799
Miconia aponeura,300-399,3200-3299
Miconia asperrima,1900-1999,3100-3199
Miconia astroplocama,600-699,1600-1699
Miconia biappendiculata,2600-2699,3600-3699
Miconia biglandulosa,500-599,3300-3399
Miconia brachycalyx,200-299,2300-2399
Miconia bracteolata,1400-1499,3700-3799
Miconia brevitheca,1400-1499,3200-3299
Miconia caesia,900-999,3300-3399
Miconia calophylla,2900-2999,2900-2999
Miconia calvescens,700-799,2400-2499
Miconia caudata,500-599,3100-3199
Miconia centrodesma,200-299,2300-2399
Miconia chlorocarpa,2600-2699,3700-3799
Miconia chrysophylla,200-299,900-999
Miconia cladonia,2000-2099,3600-3699
Miconia clathrantha,2000-2099,2000-2099
Miconia costaricensis,800-899,2500-2599
Miconia crassinervia,300-399,1100-1199
Miconia cundinamarcensis,2000-2099,3500-3599
Miconia decurrens,200-299,1500-1599
Miconia denticulata,1900-1999,3200-3299
Miconia divergens,1200-1299,2100-2199
Miconia dodecandra,600-699,2200-2299
Miconia dolichopoda,200-299,3000-3099
Miconia dolichorrhyncha,100-199,2500-2599
Miconia donaeana,900-999,1600-1699
Miconia elata,100-199,2500-2599
Miconia elongata,1800-1899,1800-1899
Miconia floribunda,900-999,3000-3099
Miconia fragrans,400-499,1900-1999
Miconia goniostigma,100-199,2900-2999
Miconia gracilis,100-199,2000-2099
Miconia ibaguensis,100-199,2700-2799
Miconia incachacana,1500-1599,2800-2899
Miconia jahnii,1000-1099,3700-3799
Miconia laetivirens,1800-1899,3300-3399
Miconia lamprophylla,400-499,1900-1999
Miconia latifolia,200-299,3900-3999
Miconia lehmannii,700-799,3000-3099
Miconia ligustrina,2600-2699,3800-3899
Miconia lonchophylla,500-599,3000-3099
Miconia longifolia,100-199,2100-2199
Miconia matthaei,100-199,1300-1399
Miconia microcarpa,2900-2999,2900-2999
Miconia micropetala,500-599,2600-2699
Miconia minutiflora,100-199,2000-2099
Miconia mirabilis,100-199,1800-1899
Miconia multiplinervia,1500-1599,2900-2999
Miconia myriantha,200-299,1000-1099
Miconia myrtillifolia,1400-1499,3500-3599
Miconia notabilis,1300-1399,2900-2999
Miconia ochracea,2600-2699,3600-3699
Miconia orcheotoma,1600-1699,3600-3699
Miconia orescia,800-899,2600-2699
Miconia plena,1300-1399,2700-2799
Miconia poeppigii,100-199,2500-2599
Miconia prasina,100-199,2400-2499
Miconia pterocaulon,400-499,1700-1799
Miconia punctata,100-199,2400-2499
Miconia pustulata,1100-1199,2600-2699
Miconia quintuplinervia,800-899,2600-2699
Miconia reducens,100-199,2300-2399
Miconia resima,500-599,3100-3199
Miconia rivetii,2600-2699,2600-2699
Miconia rupticalyx,1000-1099,1000-1099
Miconia sandemanii,2600-2699,3600-3699
Miconia serrulata,100-199,1800-1899
Miconia smaragdina,100-199,2700-2799
Miconia spicellata,100-199,1300-1399
Miconia splendens,100-199,2300-2399
Miconia superposita,2500-2599,3000-3099
Miconia ternatifolia,1400-1499,1700-1799
Miconia theizans,300-399,3500-3599
Miconia tinifolia,1900-1999,3600-3699
Miconia tonduzii,2300-2399,3000-3099
Miconia trinervia,100-199,2600-2699
Miconia voronovii,1100-1199,1100-1199
Miconia wurdackii,1900-1999,3200-3299
Micropholis egensis,200-299,800-899
Micropholis guyanensis,200-299,2200-2299
Micropholis melinoniana,200-299,1800-1899
Micropholis venulosa,300-399,2200-2299
Minquartia guianensis,400-499,1000-1099
Mollinedia killipii,600-699,1500-1599
Mollinedia lanceolata,1600-1699,1900-1999
Mollinedia minutiflora,700-799,1400-1499
Mollinedia ovata,600-699,2200-2299
Mollinedia repanda,800-899,2000-2099
Mollinedia tomentosa,300-399,2600-2699
Monnina aestuans,1700-1799,4000-4099
Morella parvifolia,2100-2199,3500-3599
Morella pubescens,200-299,3300-3399
Morisonia americana,100-199,2200-2299
Morisonia oblongifolia,300-399,1400-1499
Morus alba,900-999,2200-2299
Mosannona hypoglauca,100-199,200-299
Mouriri nigra,200-299,900-999
Moutabea gentryi,200-299,900-999
Muntingia calabura,100-199,1600-1699
Myrcia cucullata,1500-1599,3200-3299
Myrcia minutiflora,300-399,300-399
Myrcia mollis,1500-1599,2000-2099
Myrcia neesiana,1700-1799,1700-1799
Myrcia paivae,100-199,2400-2499
Myrcia paive,100-199,2400-2499
Myrcia popayanensis,1000-1099,2800-2899
Myrcia splendens,100-199,2800-2899
Myrcia sylvatica,200-299,1600-1699
Myrcianthes karsteniana,2200-2299,2200-2299
Myrcianthes myrsinoides,2200-2299,3900-3999
Myrcianthes orthostemon,800-899,3600-3699
Myrcianthes rhopaloides,2100-2199,3300-3399
Myriocarpa stipitata,200-299,2700-2799
Myroxylon balsamum,200-299,1600-1699
Myrsine andina,500-599,3500-3599
Myrsine coriacea,200-299,3500-3599
Myrsine dependens,1800-1899,3900-3999
Myrsine guianensis,200-299,3400-3499
Myrsine latifolia,1100-1199,3200-3299
Myrsine oligophylla,1400-1499,1400-1499
Myrsine pellucida,500-599,3300-3399
Myrsine pellucidopunctata,400-499,2000-2099
Naucleopsis capirensis,200-299,1900-1999
Naucleopsis glabra,100-199,1800-1899
Naucleopsis naga,900-999,1500-1599
Naucleopsis ulei,200-299,600-699
Nectandra acutifolia,200-299,2400-2499
Nectandra cissiflora,100-199,800-899
Nectandra cuspidata,100-199,2400-2499
Nectandra laurel,800-899,2600-2699
Nectandra lineata,400-499,1900-1999
Nectandra lineatifolia,300-399,2100-2199
Nectandra longifolia,2100-2199,2100-2199
Nectandra membranacea,100-199,2500-2599
Nectandra obtusata,200-299,2300-2399
Nectandra reticulata,300-399,2500-2599
Neea amplifolia,100-199,1900-1999
Neea divaricata,300-399,2200-2299
Neea floribunda,100-199,1800-1899
Neea macrophylla,200-299,1500-1599
Neea ovalifolia,300-399,400-499
Neea parviflora,100-199,1800-1899
Neea spruceana,100-199,1200-1299
Neea virens,100-199,1000-1099
Norantea guianensis,100-199,500-599
Notopleura macrophylla,100-199,3000-3099
Notopleura siggersiana,100-199,3000-3099
Ochroma pyramidale,100-199,2300-2399
Ocotea aciphylla,100-199,2400-2499
Ocotea arnottiana,2900-2999,2900-2999
Ocotea benthamiana,2200-2299,2800-2899
Ocotea bofo,100-199,1400-1499
Ocotea cernua,100-199,1900-1999
Ocotea costulata,100-199,2100-2199
Ocotea floribunda,200-299,2700-2799
Ocotea guianensis,100-199,3400-3499
Ocotea infrafoveolata,500-599,500-599
Ocotea insularis,100-199,2300-2399
Ocotea javitensis,100-199,2400-2499
Ocotea jelskii,2200-2299,2400-2499
Ocotea leucoxylon,400-499,2500-2599
Ocotea longifolia,100-199,2400-2499
Ocotea macropoda,1100-1199,2600-2699
Ocotea micans,1400-1499,3200-3299
Ocotea multinervis,2600-2699,2800-2899
Ocotea oblonga,300-399,3300-3399
Ocotea olivacea,700-799,800-899
Ocotea pacifica,900-999,900-999
Ocotea pichinchensis,2300-2399,2300-2399
Ocotea puberula,100-199,2500-2599
Ocotea rufa,2300-2399,2600-2699
Ocotea sericea,1400-1499,3600-3699
Ocotea smithiana,1300-1399,2900-2999
Ocotea terciopelo,1700-1799,2500-2599
Ocotea tessmannii,400-499,2200-2299
Oenocarpus bacaba,200-299,200-299
Oenocarpus bataua,100-199,800-899
Oenocarpus mapora,100-199,800-899
Oenocarpus minor,100-199,1000-1099
Olmedia aspera,100-199,1700-1799
Oreopanax albanensis,1600-1699,2700-2799
Oreopanax bogotensis,1700-1799,3600-3699
Oreopanax capitatus,200-299,2800-2899
Oreopanax discolor,2000-2099,3600-3699
Oreopanax incisus,1600-1699,3400-3499
Oreopanax microflorous,1000-1099,1000-1099
Oreopanax palamophyllus,1700-1799,2100-2199
Oreopanax seemannianus,3200-3299,3200-3299
Ormosia antioquensis,1100-1199,2400-2499
Ormosia cuatrecasasii,300-399,1500-1599
Orthaea glandulifera,900-999,2000-2099
Ossaea micrantha,200-299,2300-2399
Osteophloeum platyspermum,100-199,700-799
Otoba acuminata,400-499,400-499
Otoba gordoniifolia,1100-1199,2000-2099
Otoba novogranatensis,100-199,2000-2099
Otoba parvifolia,800-899,900-999
Ouratea amplifolia,100-199,1200-1299
Ouratea pendula,100-199,600-699
Ouratea rubricyanea,700-799,1100-1199
Oxandra espintana,200-299,800-899
Oxandra longipetala,200-299,400-499
Oxandra panamensis,100-199,500-599
Oxandra polyantha,100-199,400-499
Oxandra venezuelana,100-199,800-899
Pachira mutisiana,1300-1399,1500-1599
Pachira sessilis,100-199,400-499
Palicourea acetosoides,1000-1099,2900-2999
Palicourea amethystina,2100-2199,3200-3299
Palicourea andaluciana,900-999,3400-3499
Palicourea andrei,3100-3199,3100-3199
Palicourea angustifolia,200-299,3400-3499
Palicourea apicata,1400-1499,3500-3599
Palicourea calophlebia,1200-1299,2600-2699
Palicourea cogolloi,1300-1399,3000-3099
Palicourea demissa,800-899,3200-3299
Palicourea garciae,200-299,3400-3499
Palicourea guianensis,100-199,3000-3099
Palicourea latifolia,900-999,2600-2699
Palicourea leuconeura,1400-1499,3000-3099
Palicourea luteonivea,3500-3599,3500-3599
Palicourea lyristipula,800-899,3400-3499
Palicourea obovata,1100-1199,2700-2799
Palicourea palenquensis,900-999,900-999
Palicourea perquadrangularis,800-899,3200-3299
Palicourea pyramidalis,1300-1399,2600-2699
Palicourea rigidifolia,600-699,2800-2899
Palicourea schlimii,1500-1599,2000-2099
Palicourea stipularis,400-499,3000-3099
Palicourea sulphurea,1400-1499,3600-3699
Palicourea thyrsiflora,300-399,3100-3199
Palicourea weberbaueri,2200-2299,3400-3499
Panopsis metcalfii,1800-1899,2500-2599
Panopsis mucronata,1100-1199,2600-2699
Panopsis polystachya,1700-1799,2600-2699
Panopsis rubescens,100-199,1400-1499
Panopsis suaveolens,600-699,3400-3499
Panopsis yolombo,400-499,2600-2699
Paragynoxys corei,1400-1499,2600-2699
Parathesis adenanthera,900-999,2000-2099
Parinari pachyphylla,100-199,400-499
Passiflora arborea,900-999,2400-2499
Passiflora macrophylla,1300-1399,2400-2499
Paullinia capreolata,100-199,2000-2099
Pausandra trianae,200-299,200-299
Peltogyne paniculata,100-199,1100-1199
Peltogyne purpurea,200-299,700-799
Pentacalia disciformis,3100-3199,3100-3199
Pentacalia theifolia,900-999,3200-3299
Pentagonia grandiflora,1300-1399,1300-1399
Pentagonia macrophylla,100-199,2700-2799
Peperomia elongata,200-299,1100-1199
Pera arborea,100-199,1000-1099
Pera colombiana,100-199,2100-2199
Pera glabrata,100-199,1300-1399
Perebea angustifolia,100-199,1800-1899
Perebea guianensis,200-299,1900-1999
Perebea xanthochyma,300-399,2200-2299
Perissocarpa steyermarkii,500-599,2000-2099
Perrottetia gentryi,1800-1899,2100-2199
Perrottetia sessiliflora,800-899,2700-2799
Persea americana,100-199,2600-2699
Persea areolatocostae,1100-1199,2800-2899
Persea caerulea,500-599,2600-2699
Persea chrysophylla,1800-1899,2800-2899
Persea cuneata,1400-1499,2300-2399
Persea ferruginea,1600-1699,3500-3599
Persea mutisii,1700-1799,3300-3399
Persea povedae,2600-2699,2600-2699
Persea pseudofasciculata,1100-1199,1100-1199
Persea rigens,300-399,2300-2399
Persea subcordata,400-499,2700-2799
Petrea pubescens,300-399,4000-4099
Phenakospermum guyannense,200-299,200-299
Pholidostachys dactyloides,100-199,1500-1599
Phyllanthus acuminatus,100-199,2100-2199
Phyllanthus attenuatus,100-199,2700-2799
Phyllanthus brasiliensis,300-399,1800-1899
Phytolacca dioica,2100-2199,2100-2199
Picramnia latifolia,100-199,600-699
Picramnia sellowii,200-299,1300-1399
Picrolemma huberi,200-299,2200-2299
Pinus patula,1100-1199,2800-2899
Piper adenandrum,200-299,2300-2399
Axinaea colombiana,3600-3699,3600-3699
Axinaea lehmannii,1800-1899,3100-3199
Axinaea macrophylla,1900-1999,3200-3299
Axinaea pennellii,2500-2599,3400-3499
Axinaea scutigera,1900-1999,3000-3099
Baccharis brachylaenoides,1300-1399,3500-3599
Baccharis latifolia,1200-1299,3600-3699
Baccharis oblongifolia,100-199,3100-3199
Bactris barronis,100-199,700-799
Bactris gasipaes,100-199,2100-2199
Bactris maraja,100-199,900-999
Bactris pilosa,100-199,800-899
Bactris setulosa,100-199,2100-2199
Banara glauca,700-799,2000-2099
Banara guianensis,100-199,1700-1799
Banara ibaguensis,200-299,500-599
Barnadesia parviflora,1900-1999,3400-3499
Batocarpus costaricensis,100-199,1200-1299
Bauhinia picta,200-299,2200-2299
Bauhinia tarapotensis,300-399,300-399
Beilschmiedia alloiophylla,1700-1799,1700-1799
Beilschmiedia costaricensis,700-799,2900-2999
Beilschmiedia latifolia,2000-2099,2700-2799
Beilschmiedia pendula,1700-1799,2600-2699
Beilschmiedia sulcata,1900-1999,2500-2599
Beilschmiedia tovarensis,300-399,2600-2699
Bejaria aestuans,400-499,3700-3799
Bejaria resinosa,1900-1999,3900-3999
Bellucia grossularioides,100-199,1900-1999
Bellucia pentamera,100-199,2300-2399
Bertiera angustifolia,400-499,1200-1299
Besleria formosa,500-599,2700-2799
Billia rosea,100-199,3400-3499
Blakea cuatrecasii,1100-1199,2600-2699
Blakea holtonii,1800-1899,2900-2999
Piper aduncum,100-199,3200-3299
Piper amalago,200-299,2300-2399
Piper andreanum,600-699,600-699
Piper arboreum,100-199,2400-2499
Piper archeri,500-599,2600-2699
Piper artanthe,800-899,3600-3699
Piper augustum,100-199,3200-3299
Piper barbatum,1300-1399,3000-3099
Piper carpunya,800-899,2600-2699
Piper cernuum,200-299,2400-2499
Piper crassinervium,200-299,3000-3099
Piper daniel-gonzalezii,1600-1699,2500-2599
Piper divulgatum,100-199,1400-1499
Piper glanduligerum,200-299,2300-2399
Piper gorgonillense,600-699,1700-1799
Piper grande,100-199,2300-2399
Piper imperiale,100-199,1700-1799
Piper lacunosum,1200-1299,3400-3499
Piper longispicum,1300-1399,2700-2799
Piper marequitense,1400-1499,2500-2599
Piper munchanum,100-199,2300-2399
Piper nubigenum,2200-2299,2700-2799
Piper obliquum,200-299,2700-2799
Piper phytolaccifolium,200-299,2300-2399
Piper reticulatum,100-199,1400-1499
Piper scobinifolium,2000-2099,2500-2599
Piper tuberculatum,100-199,2200-2299
Piptadenia uliginosa,400-499,2200-2299
Piptocoma discolor,100-199,3200-3299
Pisonia aculeata,300-399,600-699
Pithecellobium dulce,100-199,1600-1699
Platymiscium darienense,100-199,1500-1599
Platymiscium hebestachyum,300-399,2100-2199
Platymiscium pinnatum,100-199,2400-2499
Platymiscium stipulare,900-999,1000-1099
Platypodium elegans,100-199,900-999
Pleuranthodendron lindenii,200-299,900-999
Pleurothyrium cuneifolium,200-299,1300-1399
Pleurothyrium glabritepalum,200-299,1500-1599
Pleurothyrium trianae,100-199,2200-2299
Plumeria rubra,100-199,1400-1499
Podocarpus guatemalensis,100-199,1500-1599
Podocarpus magnifolius,1800-1899,2900-2999
Podocarpus oleifolius,100-199,3400-3499
Poeppigia procera,200-299,600-699
Pogonopus speciosus,100-199,2600-2699
Pogonopus tubulosus,300-399,300-399
Polybotrya polybotryoides,100-199,2100-2199
Posoqueria chocoana,400-499,400-499
Posoqueria coriacea,200-299,3000-3099
Posoqueria latifolia,100-199,2800-2899
Potalia amara,400-499,900-999
Poulsenia armata,100-199,2000-2099
Pourouma bicolor,100-199,1700-1799
Pourouma cecropiifolia,100-199,2100-2199
Pourouma guianensis,400-499,600-699
Pourouma hirsutipetiolata,100-199,1100-1199
Pourouma melinonii,100-199,1300-1399
Pourouma minor,200-299,2400-2499
Pourouma mollis,100-199,100-199
Pouteria baehniana,300-399,2400-2499
Pouteria bangii,1100-1199,1100-1199
Pouteria bilocularis,1200-1299,1200-1299
Pouteria caimito,100-199,2500-2599
Pouteria cuspidata,100-199,1000-1099
Pouteria durlandii,200-299,1100-1199
Pouteria glomerata,100-199,600-699
Pouteria guianensis,1400-1499,1400-1499
Pouteria lucuma,300-399,2700-2799
Pouteria multiflora,100-199,1900-1999
Pouteria reticulata,100-199,1000-1099
Pouteria sapota,200-299,1600-1699
Pouteria stipitata,200-299,400-499
Pouteria subrotata,200-299,400-499
Pouteria torta,200-299,2400-2499
Pouteria trilocularis,200-299,1900-1999
Pradosia colombiana,200-299,800-899
Praecereus euchlorus,300-399,1300-1399
Prestoea acuminata,1400-1499,2900-2999
Prestoea decurrens,100-199,1100-1199
Prestoea ensiformis,1200-1299,1300-1399
Prionostemma asperum,200-299,700-799
Protium altsonii,400-499,1000-1099
Protium amazonicum,300-399,300-399
Protium amplum,200-299,1100-1199
Protium apiculatum,300-399,1300-1399
Protium aracouchini,100-199,1000-1099
Protium colombianum,100-199,2100-2199
Protium cundinamarcense,2200-2299,2200-2299
Protium cuneatum,2100-2199,2100-2199
Protium divaricatum,1100-1199,1200-1299
Protium ecuadorense,1200-1299,2500-2599
Protium glabrescens,300-399,300-399
Protium guianense,100-199,1000-1099
Protium hebetatum,1700-1799,2000-2099
Protium laxiflorum,500-599,500-599
Protium macrophyllum,300-399,900-999
Protium opacum,500-599,1100-1199
Protium panamense,100-199,400-499
Protium sagotianum,100-199,1100-1199
Protium spruceanum,200-299,1000-1099
Protium subserratum,100-199,1300-1399
Protium tenuifolium,100-199,1700-1799
Protium tovarense,1400-1499,2600-2699
Protium unifoliolatum,100-199,2100-2199
Prumnopitys harmsiana,2500-2599,3000-3099
Prumnopitys montana,1100-1199,3500-3599
Prunus debilis,600-699,3200-3299
Prunus falcata,2500-2599,2500-2599
Prunus huantensis,3100-3199,3200-3299
Prunus integrifolia,400-499,3200-3299
Prunus muris,2000-2099,3300-3399
Prunus myrtifolia,600-699,1200-1299
Prunus ocellata,2200-2299,2200-2299
Prunus opaca,1400-1499,3200-3299
Prunus subcorymbosa,900-999,1900-1999
Prunus urotaenia,1700-1799,2600-2699
Psammisia graebneriana,2100-2199,3300-3399
Psammisia macrophylla,800-899,3200-3299
Pseudobombax septenatum,100-199,1500-1599
Pseudolmedia laevigata,100-199,1800-1899
Pseudolmedia laevis,200-299,1200-1299
Pseudolmedia macrophylla,400-499,400-499
Pseudolmedia rigida,100-199,2000-2099
Pseudomalmea boyacana,100-199,600-699
Pseudoxandra pacifica,100-199,100-199
Pseudoxandra sclerocarpa,300-399,1200-1299
Psidium cattleyanum,700-799,3600-3699
Psidium guineense,100-199,2800-2899
Psychotria biaristata,200-299,2800-2899
Psychotria brachiata,100-199,1600-1699
Psychotria capitata,100-199,1200-1299
Psychotria cauligera,1600-1699,1900-1999
Psychotria ernestii,1100-1199,1100-1199
Psychotria fortuita,700-799,2600-2699
Psychotria grandis,100-199,1000-1099
Psychotria horizontalis,100-199,2200-2299
Psychotria micrantha,100-199,2200-2299
Psychotria monsalveae,100-199,1100-1199
Psychotria officinalis,300-399,2100-2199
Psychotria panamensis,100-199,2000-2099
Psychotria remota,100-199,1100-1199
Psychotria saltatrix,1700-1799,2600-2699
Pterandra colombiana,100-199,600-699
Pterocarpus acapulcensis,100-199,1500-1599
Pterocarpus officinalis,100-199,1200-1299
Pterocarpus rohrii,100-199,600-699
Pterygota colombiana,300-399,1000-1099
Purdiaea nutans,2200-2299,2500-2599
Quadrella odoratissima,100-199,1500-1599
Qualea lineata,400-499,3200-3299
Qualea paraensis,100-199,500-599
Quararibea cogolloi,100-199,500-599
Quararibea pterocalyx,200-299,500-599
Quercus humboldtii,800-899,3300-3399
Quiina amazonica,100-199,100-199
Quiina cruegeriana,800-899,800-899
Quiina florida,400-499,800-899
Quiina macrophylla,100-199,700-799
Quiina obovata,100-199,800-899
Quiina pteridophylla,100-199,900-999
Randia armata,100-199,2200-2299
Randia hondensis,200-299,2100-2199
Rauvolfia leptophylla,200-299,2400-2499
Retiniphyllum concolor,300-399,800-899
Retrophyllum rospigliosii,1200-1299,2500-2599
Rhodostemonodaphne grandis,2000-2099,2000-2099
Rhodostemonodaphne kunthiana,200-299,1900-1999
Rhodostemonodaphne laxa,1800-1899,2900-2999
Rhodostemonodaphne velutina,2000-2099,2700-2799
Richeria grandis,100-199,2600-2699
Rinorea dasyadena,100-199,700-799
Rinorea haughtii,100-199,700-799
Rinorea hirsuta,100-199,400-499
Rinorea lindeniana,100-199,1100-1199
Rinorea paniculata,100-199,500-599
Rinorea pubiflora,100-199,700-799
Rinorea sylvatica,100-199,200-299
Rinorea viridifolia,300-399,700-799
Rinoreocarpus ulei,200-299,600-699
Ronabea latifolia,100-199,1100-1199
Roucheria columbiana,400-499,1000-1099
Roucheria laxiflora,200-299,1700-1799
Roupala monosperma,1400-1499,2600-2699
Roupala montana,100-199,2400-2499
Ruagea glabra,100-199,3000-3099
Ruagea hirsuta,1600-1699,3400-3499
Ruagea pubescens,1300-1399,2900-2999
Ruagea tomentosa,1500-1599,2700-2799
Rudgea cornifolia,100-199,2000-2099
Rudgea sanarensis,500-599,2200-2299
Rudgea sclerocalyx,100-199,2600-2699
Ruprechtia tenuiflora,100-199,300-399
Rustia occidentalis,400-499,1100-1199
Ryania spruceana,100-199,500-599
Salacia cordata,200-299,1700-1799
Salacia solimoesensis,300-399,800-899
Sambucus nigra,900-999,3300-3399
Sambucus peruviana,700-799,1500-1599
Sapindus saponaria,100-199,2700-2799
Sapium glandulosum,100-199,2600-2699
Sapium laurifolium,200-299,1900-1999
Sapium marmieri,1400-1499,1400-1499
Sapium stylare,100-199,3500-3599
Saracha punctata,3000-3099,3300-3399
Sarcaulus brasiliensis,200-299,300-399
Saurauia brachybotrys,1000-1099,3200-3299
Saurauia bullosa,900-999,2700-2799
Saurauia cuatrecasana,300-399,3100-3199
Saurauia laevigata,300-399,1800-1899
Saurauia prainiana,1200-1299,1900-1999
Saurauia pseudostrigillosa,1900-1999,1900-1999
Saurauia scabra,1300-1399,3200-3299
Saurauia stapfiana,100-199,3300-3399
Saurauia tomentosa,1700-1799,2800-2899
Saurauia ursina,900-999,3400-3499
Schefflera bejucosa,1600-1699,3800-3899
Schefflera bogotensis,2500-2599,3600-3699
Schefflera jahnii,1700-1799,2500-2599
Schefflera minutiflora,900-999,2600-2699
Schefflera silvatica,800-899,800-899
Schizocalyx bracteosa,200-299,1400-1499
Schizolobium parahyba,100-199,1500-1599
Schnella glabra,100-199,2200-2299
Seguieria americana,200-299,400-499
Senefeldera testiculata,100-199,1000-1099
Senegalia polyphylla,100-199,900-999
Senegalia riparia,100-199,2000-2099
Senna bacillaris,100-199,1300-1399
Senna ruiziana,500-599,500-599
Senna silvestris,100-199,1600-1699
Senna spectabilis,100-199,2200-2299
Sideroxylon obtusifolium,1200-1299,1200-1299
Simarouba amara,100-199,1800-1899
Simira cordifolia,100-199,800-899
Simira rubescens,100-199,900-999
Siparuna aspera,100-199,3000-3099
Siparuna cervicornis,100-199,1100-1199
Siparuna conica,100-199,2700-2799
Siparuna decipiens,200-299,2300-2399
Siparuna echinata,1900-1999,3200-3299
Siparuna gigantotepala,900-999,1700-1799
Siparuna guianensis,100-199,2400-2499
Siparuna laurifolia,700-799,2600-2699
Siparuna lepidota,1500-1599,2600-2699
Siparuna mutisii,1600-1699,2800-2899
Siparuna thecaphora,100-199,3000-3099
Siparuna tomentosa,300-399,500-599
Siphoneugena dussii,800-899,2000-2099
Sisyrinchium micranthum,1500-1599,3700-3799
Sloanea brevispina,400-499,2500-2599
Sloanea durissima,100-199,1300-1399
Sloanea eichleri,200-299,200-299
Sloanea fragrans,100-199,1400-1499
Sloanea gracilis,300-399,1300-1399
