Species,Min Elevation Bracket,Max Elevation Bracket
Lippia americana,1600-1699,1600-1699
Lippia hirsuta,2400-2499,2400-2499
Lissocarpa uyat,600-699,1000-1099
Lomatia hirsuta,2100-2199,3500-3599
Lonchocarpus sericeus,N/A,N/A
Loxopterygium huasango,800-899,2200-2299
Lozanella enantiophylla,1000-1099,3200-3299
Lozania mutisiana,400-499,2000-2099
Lozania nunkui,300-399,1600-1699
Luehea paniculata,900-999,1000-1099
Luehea seemannii,100-199,200-299
Lunania parviflora,100-199,1000-1099
Lycianthes inaequilatera,100-199,3000-3099
Lycianthes pauciflora,100-199,2100-2199
Mabea occidentalis,100-199,500-599
Machaerium biovulatum,N/A,N/A
Machaerium floribundum,100-199,500-599
Machaerium millei,100-199,1700-1799
Machaerium mutisii,100-199,700-799
Macleania rupestris,400-499,3800-3899
Maclura tinctoria,100-199,2400-2499
Macrocnemum roseum,200-299,2000-2099
Macrolobium colombianum,300-399,1000-1099
Macrolobium gracile,100-199,1600-1699
Macrolobium limbatum,100-199,300-399
Macrolobium pittieri,N/A,N/A
Magnolia amazonica,N/A,N/A
Magnolia gilbertoi,1500-1599,1500-1599
Malpighia glabra,400-499,2000-2099
Manilkara bidentata,100-199,800-899
Maprounea guianensis,100-199,1200-1299
Maquira calophylla,100-199,2200-2299
Maquira guianensis,100-199,2800-2899
Marcgraviastrum macrocarpum,1200-1299,1200-1299
Margaritaria nobilis,100-199,2100-2199
Marila laxiflora,200-299,1200-1299
Marila podantha,200-299,400-499
Matayba adenanthera,100-199,300-399
Matayba arborescens,100-199,500-599
Matayba camptoneura,1900-1999,1900-1999
Matayba elegans,100-199,200-299
Matayba guianensis,100-199,100-199
Matayba peruviana,1600-1699,2100-2199
Matayba purgans,100-199,1500-1599
Matisia bicolor,200-299,200-299
Matisia castano,600-699,1500-1599
Matisia coloradorum,100-199,1100-1199
Matisia cornu-copiae,1300-1399,1300-1399
Matisia floccosa,1300-1399,1300-1399
Matisia giacomettoi,200-299,700-799
Matisia idroboi,100-199,1400-1499
Matisia malacocalyx,100-199,1100-1199
Mauria heterophylla,200-299,3000-3099
Mauria simplicifolia,100-199,3000-3099
Mauritia flexuosa,100-199,1100-1199
Mayna grandifolia,100-199,300-399
Mayna odorata,100-199,1200-1299
Maytenus verticillata,1700-1799,3200-3299
Melicoccus bijugatus,N/A,N/A
Melicoccus oliviformis,100-199,200-299
Meliosma bogotana,2100-2199,2600-2699
Meliosma boliviensis,500-599,2000-2099
Meliosma echeverryana,2000-2099,2000-2099
Meliosma frondosa,300-399,3200-3299
Meliosma glabrata,200-299,300-399
Meliosma glossophylla,1100-1199,2200-2299
Meliosma herbertii,100-199,2800-2899
Meliosma occidentalis,100-199,500-599
Meliosma peytonii,700-799,2800-2899
Meliosma pumila,2000-2099,2000-2099
Annona edulis,100-199,1600-1699
Annona excellens,100-199,100-199
Annona hypoglauca,100-199,500-599
Annona jahnii,700-799,700-799
Annona montana,200-299,1900-1999
Annona mucosa,100-199,1900-1999
Annona muricata,100-199,2100-2199
Annona papilionella,100-199,1800-1899
Annona quinduensis,1200-1299,1700-1799
Annona rensoniana,700-799,700-799
Anthodiscus klugii,100-199,1100-1199
Aparisthmium cordatum,100-199,2100-2199
Apeiba glabra,100-199,1200-1299
Apeiba membranacea,100-199,1200-1299
Apeiba tibourbou,100-199,700-799
Aphelandra acanthus,2000-2099,3100-3199
Aphelandra glabrata,200-299,200-299
Aphelandra pulcherrima,300-399,300-399
Aptandra tubicina,100-199,300-399
Ardisia foetida,100-199,2700-2799
Ardisia guianensis,100-199,1200-1299
Aspidosperma cylindrocarpon,300-399,300-399
Aspidosperma desmanthum,100-199,1600-1699
Aspidosperma excelsum,100-199,500-599
Aspidosperma megalocarpon,1000-1099,1000-1099
Aspidosperma parvifolium,400-499,400-499
Aspidosperma polyneuron,900-999,1000-1099
Aspidosperma schultesii,100-199,1000-1099
Aspidosperma spruceanum,100-199,700-799
Asplundia aulacostigma,800-899,1500-1599
Asplundia schizotepala,100-199,1000-1099
Astronium graveolens,100-199,700-799
Astronium lecointei,100-199,100-199
Meliosma schlimii,1600-1699,1600-1699
Meliosma vasquezii,100-199,1500-1599
Meriania maxima,1400-1499,2900-2999
Meriania pichinchensis,1400-1499,1900-1999
Meriania rigida,1500-1599,3900-3999
Meriania tomentosa,1500-1599,3400-3499
Mezilaurus campaucola,400-499,1400-1499
Miconia acutifolia,2800-2899,3000-3099
Miconia affinis,100-199,2000-2099
Miconia albicans,800-899,900-999
Miconia alternans,100-199,300-399
Miconia aponeura,100-199,300-399
Miconia asperrima,1900-1999,3000-3099
Miconia astroplocama,100-199,1900-1999
Miconia aulocalyx,200-299,200-299
Miconia barbeyana,2100-2199,2100-2199
Miconia biglandulosa,100-199,800-899
Miconia brachycalyx,600-699,1800-1899
Miconia bracteata,2900-2999,3100-3199
Miconia bracteolata,2000-2099,3700-3799
Miconia brevitheca,500-599,2500-2599
Miconia calophylla,1600-1699,2100-2199
Miconia calvescens,100-199,3200-3299
Miconia centrodesma,100-199,2100-2199
Miconia chlorocarpa,3200-3299,3200-3299
Miconia chrysophylla,100-199,600-699
Miconia cladonia,2000-2099,3400-3499
Miconia clathrantha,1200-1299,3200-3299
Miconia coelestis,1800-1899,2100-2199
Miconia corymbiformis,2400-2499,3600-3699
Miconia dapsiliflora,1400-1499,2000-2099
Miconia decurrens,100-199,1100-1199
Miconia denticulata,2100-2199,3500-3599
Miconia divergens,1500-1599,2000-2099
Miconia dodecandra,100-199,2200-2299
Miconia dolichorrhyncha,100-199,2600-2699
Miconia elata,100-199,1200-1299
Miconia explicita,100-199,600-699
Miconia floribunda,1400-1499,2400-2499
Miconia glaucescens,200-299,1900-1999
Miconia goniostigma,600-699,1800-1899
Miconia gracilis,200-299,1600-1699
Miconia ibaguensis,1800-1899,1800-1899
Miconia jahnii,2100-2199,3700-3799
Miconia juruensis,500-599,500-599
Miconia lamprophylla,100-199,1500-1599
Miconia lasiocalyx,1000-1099,3100-3199
Miconia latifolia,2600-2699,4000-4099
Miconia ligustrina,2800-2899,3700-3799
Miconia lonchophylla,N/A,N/A
Miconia longifolia,100-199,2800-2899
Miconia matthaei,200-299,900-999
Miconia media,1100-1199,3100-3199
Miconia micropetala,1900-1999,3500-3599
Miconia minutiflora,100-199,200-299
Miconia mirabilis,900-999,900-999
Miconia multiplinervia,1000-1099,1000-1099
Miconia myriantha,100-199,200-299
Miconia neriifolia,2100-2199,2900-2999
Miconia notabilis,1500-1599,1600-1699
Miconia ochracea,2700-2799,3200-3299
Miconia orcheotoma,3100-3199,3100-3199
Miconia poeppigii,100-199,800-899
Miconia prasina,100-199,1600-1699
Miconia pterocaulon,100-199,300-399
Miconia punctata,100-199,2800-2899
Miconia pustulata,2400-2499,3400-3499
Miconia reducens,1200-1299,1200-1299
Miconia rivetii,700-799,2800-2899
Miconia rupticalyx,700-799,1000-1099
Miconia serrulata,100-199,2500-2599
Miconia smaragdina,200-299,2000-2099
Miconia spennerostachya,100-199,1100-1199
Miconia splendens,100-199,2700-2799
Miconia subandicola,100-199,400-499
Miconia suborbicularis,1200-1299,3200-3299
Miconia ternatifolia,200-299,900-999
Miconia tetragona,100-199,3300-3399
Miconia theizans,500-599,3500-3599
Miconia tinifolia,1200-1299,3600-3699
Miconia trinervia,100-199,2100-2199
Micropholis egensis,100-199,500-599
Micropholis grandiflora,900-999,900-999
Micropholis guyanensis,100-199,2000-2099
Micropholis melinoniana,100-199,500-599
Micropholis venulosa,100-199,1700-1799
Minquartia guianensis,100-199,2800-2899
Mollinedia killipii,100-199,2100-2199
Mollinedia lanceolata,1200-1299,2100-2199
Mollinedia ovata,100-199,2300-2399
Mollinedia repanda,300-399,2100-2199
Mollinedia tomentosa,200-299,2100-2199
Monnina aestuans,2400-2499,3800-3899
Monnina pseudopilosa,1600-1699,3700-3799
Morella parvifolia,1200-1299,3800-3899
Morella pubescens,700-799,3600-3699
Morus alba,2100-2199,2800-2899
Mouriri nigra,100-199,500-599
Mouriri peruviana,N/A,N/A
Moutabea gentryi,100-199,400-499
Muntingia calabura,100-199,2600-2699
Myrcia minutiflora,100-199,100-199
Myrcia mollis,200-299,2600-2699
Myrcia neesiana,100-199,2200-2299
Myrcia paivae,100-199,2700-2799
Myrcia paive,100-199,2700-2799
Myrcia splendens,100-199,2800-2899
Myrcia sylvatica,100-199,1800-1899
Myrcianthes alaternifolia,2500-2599,3000-3099
Myrcianthes fimbriata,1900-1999,2800-2899
Myrcianthes myrsinoides,300-399,3500-3599
Myrcianthes orthostemon,1300-1399,3100-3199
Myrcianthes rhopaloides,1100-1199,3600-3699
Myriocarpa laevigata,800-899,1200-1299
Myriocarpa stipitata,100-199,1900-1999
Myroxylon balsamum,100-199,1700-1799
Myroxylon peruiferum,200-299,1100-1199
Myrsine andina,900-999,4000-4099
Myrsine coriacea,1000-1099,3000-3099
Myrsine dependens,1900-1999,3800-3899
Myrsine guianensis,300-399,3000-3099
Myrsine latifolia,300-399,2900-2999
Myrsine pellucida,300-399,2900-2999
Myrsine reynelii,2700-2799,2700-2799
Naucleopsis chiguila,100-199,2100-2199
Naucleopsis concinna,100-199,300-399
Naucleopsis glabra,100-199,2100-2199
Naucleopsis krukovii,100-199,900-999
Naucleopsis naga,800-899,2200-2299
Naucleopsis ulei,100-199,1600-1699
Nealchornea yapurensis,100-199,1200-1299
Nectandra acuminata,100-199,300-399
Nectandra acutifolia,100-199,2100-2199
Nectandra cissiflora,100-199,2300-2399
Nectandra cuspidata,100-199,1900-1999
Nectandra discolor,2000-2099,2800-2899
Nectandra laurel,700-799,2900-2999
Nectandra lineata,100-199,2000-2099
Nectandra lineatifolia,100-199,2100-2199
Nectandra longifolia,200-299,1700-1799
Nectandra membranacea,100-199,2900-2999
Nectandra obtusata,1200-1299,2600-2699
Nectandra olida,100-199,1100-1199
Nectandra pulverulenta,300-399,700-799
Nectandra reticulata,200-299,2700-2799
Nectandra subbullata,2000-2099,2400-2499
Nectandra viburnoides,100-199,300-399
Neea divaricata,100-199,2100-2199
Neea floribunda,100-199,500-599
Neea macrophylla,100-199,1100-1199
Neea ovalifolia,100-199,1700-1799
Neea parviflora,100-199,600-699
Neea spruceana,100-199,1500-1599
Neea virens,100-199,2100-2199
Norantea guianensis,100-199,1900-1999
Nordenstamia cajamarcensis,2300-2399,2300-2399
Notopleura macrophylla,100-199,3000-3099
Notopleura siggersiana,100-199,400-499
Ochroma pyramidale,100-199,1800-1899
Ocotea aciphylla,100-199,2900-2999
Ocotea arnottiana,2600-2699,3000-3099
Ocotea benthamiana,1400-1499,2700-2799
Ocotea bofo,100-199,1800-1899
Ocotea cernua,100-199,2900-2999
Ocotea costulata,100-199,1100-1199
Ocotea cuneifolia,100-199,2400-2499
Ocotea floccifera,600-699,2300-2399
Ocotea floribunda,100-199,3200-3299
Ocotea guianensis,900-999,1800-1899
Ocotea infrafoveolata,1000-1099,3400-3499
Ocotea insularis,100-199,2200-2299
Ocotea javitensis,100-199,2200-2299
Ocotea karsteniana,600-699,2500-2599
Ocotea leucoxylon,100-199,1600-1699
Ocotea longifolia,100-199,1500-1599
Ocotea mandonii,2400-2499,2900-2999
Ocotea marmellensis,N/A,N/A
Ocotea multinervis,2400-2499,2400-2499
Ocotea oblonga,100-199,2400-2499
Ocotea oblongoobovata,1900-1999,2000-2099
Ocotea obovata,200-299,300-399
Ocotea olivacea,200-299,1900-1999
Ocotea oreophila,3100-3199,3100-3199
Ocotea ovalifolia,200-299,1500-1599
Ocotea pacifica,500-599,700-799
Ocotea pedanomischa,2000-2099,2700-2799
Ocotea pichinchensis,1500-1599,1700-1799
Ocotea puberula,100-199,1900-1999
Ocotea rugosa,1800-1899,2500-2599
Ocotea sericea,2700-2799,3000-3099
Ocotea smithiana,2000-2099,3000-3099
Ocotea tessmannii,200-299,2200-2299
Oenocarpus bacaba,100-199,300-399
Oenocarpus bataua,100-199,1300-1399
Oenocarpus mapora,100-199,1000-1099
Oenocarpus minor,100-199,500-599
Olmedia aspera,100-199,2200-2299
Oreocallis grandiflora,1200-1299,3500-3599
Oreopanax albanensis,2900-2999,2900-2999
Oreopanax andreanus,2100-2199,3900-3999
Oreopanax bogotensis,1500-1599,3000-3099
Oreopanax capitatus,100-199,2400-2499
Oreopanax ecuadorensis,2000-2099,3600-3699
Oreopanax grandifolius,1900-1999,2000-2099
Oreopanax incisus,1500-1599,3000-3099
Oreopanax microflorous,800-899,3000-3099
Oreopanax palamophyllus,1100-1199,3200-3299
Oreopanax rosei,1500-1599,2800-2899
Oreopanax seemannianus,2400-2499,3800-3899
Ossaea micrantha,100-199,2000-2099
Osteophloeum platyspermum,100-199,1400-1499
Otoba glycycarpa,100-199,1900-1999
Otoba gordoniifolia,100-199,2200-2299
Otoba novogranatensis,100-199,1700-1799
Otoba parvifolia,100-199,1700-1799
Ouratea amplifolia,100-199,500-599
Ouratea pendula,100-199,400-499
Oxandra polyantha,100-199,200-299
Palicourea acanthacea,300-399,300-399
Palicourea amethystina,700-799,3400-3499
Palicourea andaluciana,2000-2099,2500-2599
Palicourea andrei,900-999,2600-2699
Palicourea angustifolia,1100-1199,3000-3099
Palicourea apicata,1900-1999,3300-3399
Palicourea calophlebia,1600-1699,2500-2599
Palicourea cutucuana,900-999,2000-2099
Palicourea demissa,200-299,3100-3199
Palicourea garciae,600-699,2800-2899
Palicourea guianensis,100-199,2500-2599
Palicourea latifolia,2200-2299,2400-2499
Palicourea leuconeura,2600-2699,2600-2699
Palicourea lineata,1200-1299,3300-3399
Palicourea luteonivea,200-299,2500-2599
Palicourea lyristipula,900-999,3100-3199
Palicourea obovata,800-899,2600-2699
Palicourea palenquensis,100-199,1900-1999
Palicourea pyramidalis,400-499,2700-2799
Palicourea sodiroi,1200-1299,2700-2799
Palicourea stipularis,1300-1399,3300-3399
Palicourea subscandens,1000-1099,2300-2399
Palicourea sulphurea,1700-1799,2100-2199
Palicourea thyrsiflora,400-499,3200-3299
Palicourea tinctoria,400-499,2200-2299
Palicourea weberbaueri,1000-1099,3300-3399
Panopsis megistosperma,700-799,1500-1599
Panopsis metcalfii,1700-1799,2500-2599
Panopsis mucronata,1800-1899,2100-2199
Panopsis pearcei,2200-2299,2600-2699
Panopsis polystachya,2100-2199,3000-3099
Panopsis rubescens,100-199,2700-2799
Panopsis suaveolens,2700-2799,2700-2799
Parathesis adenanthera,200-299,1900-1999
Parinari occidentalis,100-199,100-199
Parinari parilis,100-199,100-199
Passiflora arborea,900-999,2500-2599
Passiflora macrophylla,100-199,1900-1999
Paullinia capreolata,100-199,1900-1999
Pausandra trianae,100-199,800-899
Peltogyne paniculata,N/A,N/A
Pentacalia disciformis,2700-2799,2900-2999
Pentacalia oronocensis,2000-2099,3400-3499
Pentacalia theifolia,1800-1899,3200-3299
Pentagonia clementinensis,500-599,1700-1799
Pentagonia grandiflora,100-199,200-299
Pentagonia macrophylla,100-199,1300-1399
Pentagonia williamsii,100-199,500-599
Peperomia elongata,100-199,2200-2299
Pera glabrata,400-499,400-499
Pera tomentosa,N/A,N/A
Perebea angustifolia,100-199,2100-2199
Perebea guianensis,100-199,1500-1599
Perebea humilis,100-199,200-299
Perebea xanthochyma,100-199,1500-1599
Perrottetia sessiliflora,100-199,1900-1999
Persea americana,100-199,3200-3299
Persea areolatocostae,200-299,2600-2699
Persea brevipes,2300-2399,3300-3399
Persea caerulea,600-699,2500-2599
Persea cuneata,1400-1499,1800-1899
Persea ferruginea,2300-2399,3000-3099
Persea mutisii,1500-1599,3100-3199
Persea nudigemma,900-999,2400-2499
Persea pseudofasciculata,100-199,2000-2099
Persea raimondii,900-999,2100-2199
Persea rigens,300-399,2100-2199
Persea sericea,2200-2299,3300-3399
Persea subcordata,1100-1199,2800-2899
Persea weberbaueri,1000-1099,2800-2899
Petrea pubescens,200-299,800-899
Phenakospermum guyannense,100-199,300-399
Pholidostachys dactyloides,100-199,800-899
Phyllanthus acuminatus,200-299,2800-2899
Phyllanthus attenuatus,100-199,1900-1999
Phyllanthus brasiliensis,100-199,3600-3699
Phytelephas aequatorialis,100-199,2000-2099
Phytolacca dioica,200-299,2400-2499
Picramnia latifolia,100-199,1700-1799
Picramnia sellowii,100-199,2400-2499
Pinus patula,2100-2199,2800-2899
Piper adenandrum,900-999,900-999
Axinaea confusa,1500-1599,2700-2799
Axinaea macrophylla,1200-1299,3400-3499
Axinaea quitensis,1600-1699,3700-3799
Axinaea scutigera,2300-2399,3200-3299
Baccharis brachylaenoides,1200-1299,3400-3499
Baccharis latifolia,800-899,4000-4099
Baccharis oblongifolia,1500-1599,3400-3499
Bactris gasipaes,100-199,1500-1599
Bactris maraja,100-199,1200-1299
Bactris setulosa,200-299,1800-1899
Banara glauca,2300-2399,2300-2399
Banara guianensis,100-199,2500-2599
Banara ibaguensis,300-399,2500-2599
Banara regia,800-899,1700-1799
Barnadesia parviflora,1000-1099,2800-2899
Bathysa australis,500-599,2000-2099
Batocarpus costaricensis,200-299,900-999
Batocarpus orinocensis,100-199,1800-1899
Bauhinia tarapotensis,100-199,1500-1599
Beilschmiedia alloiophylla,100-199,2000-2099
Beilschmiedia costaricensis,200-299,2400-2499
Beilschmiedia latifolia,600-699,2600-2699
Beilschmiedia pendula,200-299,1600-1699
Beilschmiedia sulcata,1000-1099,2000-2099
Beilschmiedia tovarensis,400-499,2600-2699
Bejaria aestuans,1200-1299,3400-3499
Bejaria resinosa,1900-1999,3800-3899
Bellucia grossularioides,100-199,700-799
Bellucia pentamera,100-199,2500-2599
Bertiera angustifolia,100-199,2300-2399
Besleria formosa,1400-1499,3100-3199
Billia rosea,200-299,2600-2699
Blakea eriocalyx,500-599,2000-2099
Blakea mexiae,100-199,800-899
Blakea multiflora,100-199,2100-2199
Piper aduncum,100-199,3100-3199
Piper amalago,400-499,900-999
Piper andreanum,1900-1999,3400-3499
Piper arboreum,100-199,2500-2599
Piper artanthe,2900-2999,2900-2999
Piper augustum,100-199,3000-3099
Piper barbatum,1200-1299,3300-3399
Piper carpunya,500-599,2700-2799
Piper cernuum,200-299,1800-1899
Piper crassinervium,100-199,2600-2699
Piper ecuadorense,1800-1899,3000-3099
Piper glanduligerum,1700-1799,2300-2399
Piper grande,300-399,1800-1899
Piper heterophyllum,100-199,1200-1299
Piper hylophilum,1000-1099,1000-1099
Piper imperiale,100-199,2900-2999
Piper lacunosum,2100-2199,2500-2599
Piper longepilosum,100-199,2100-2199
Piper longispicum,1100-1199,2500-2599
Piper marequitense,500-599,2100-2199
Piper munchanum,300-399,2100-2199
Piper nubigenum,400-499,3300-3399
Piper obliquum,100-199,2300-2399
Piper perareolatum,900-999,2900-2999
Piper phytolaccifolium,100-199,2700-2799
Piper reticulatum,100-199,600-699
Piper tuberculatum,100-199,1100-1199
Piptocarpha lechleri,300-399,2000-2099
Piptocoma discolor,100-199,2900-2999
Pisonia aculeata,100-199,1000-1099
Pittoniotis rotata,1800-1899,2000-2099
Platymiscium darienense,100-199,100-199
Platymiscium pinnatum,200-299,1000-1099
Platymiscium stipulare,100-199,1200-1299
Pleuranthodendron lindenii,100-199,1000-1099
Pleurothyrium cuneifolium,200-299,1400-1499
Pleurothyrium glabrifolium,200-299,1400-1499
Pleurothyrium parviflorum,100-199,200-299
Pleurothyrium poeppigii,200-299,1700-1799
Pleurothyrium trianae,100-199,2100-2199
Plumeria rubra,700-799,2100-2199
Podocarpus guatemalensis,900-999,2600-2699
Podocarpus magnifolius,N/A,N/A
Podocarpus oleifolius,800-899,3900-3999
Polybotrya polybotryoides,300-399,1700-1799
Polylepis pauta,2000-2099,4000-4099
Posoqueria chocoana,500-599,500-599
Posoqueria coriacea,100-199,2000-2099
Posoqueria latifolia,100-199,2000-2099
Potalia amara,100-199,1200-1299
Poulsenia armata,100-199,1500-1599
Pourouma bicolor,100-199,1800-1899
Pourouma cecropiifolia,100-199,2100-2199
Pourouma cuspidata,100-199,200-299
Pourouma guianensis,100-199,1800-1899
Pourouma herrerensis,100-199,100-199
Pourouma melinonii,100-199,1800-1899
Pourouma minor,100-199,1700-1799
Pourouma mollis,100-199,1900-1999
Pouteria baehniana,100-199,2100-2199
Pouteria bangii,100-199,1900-1999
Pouteria bilocularis,100-199,1600-1699
Pouteria buenaventurensis,200-299,1600-1699
Pouteria caimito,100-199,2100-2199
Pouteria campanulata,100-199,300-399
Pouteria condorensis,1700-1799,2000-2099
Pouteria cuspidata,100-199,1600-1699
Pouteria durlandii,100-199,1000-1099
Pouteria egregia,300-399,300-399
Pouteria gigantea,100-199,100-199
Pouteria glomerata,100-199,1500-1599
Pouteria guianensis,100-199,1000-1099
Pouteria juruana,100-199,200-299
Pouteria lucuma,600-699,2700-2799
Pouteria lucumifolia,100-199,2400-2499
Pouteria macrophylla,100-199,100-199
Pouteria multiflora,100-199,1500-1599
Pouteria oblanceolata,100-199,1600-1699
Pouteria reticulata,100-199,1200-1299
Pouteria sapota,100-199,100-199
Pouteria stipitata,N/A,N/A
Pouteria subrotata,100-199,800-899
Pouteria torta,100-199,1500-1599
Pouteria trilocularis,100-199,1100-1199
Pouteria vernicosa,100-199,500-599
Praecereus euchlorus,600-699,2000-2099
Prestoea acuminata,200-299,2600-2699
Prestoea decurrens,300-399,1100-1199
Prestoea ensiformis,100-199,2200-2299
Prockia pentamera,400-499,400-499
Protium altsonii,100-199,300-399
Protium amazonicum,100-199,1000-1099
Protium amplum,1500-1599,1500-1599
Protium apiculatum,100-199,400-499
Protium aracouchini,100-199,1500-1599
Protium colombianum,400-499,400-499
Protium cuneatum,300-399,500-599
Protium divaricatum,100-199,600-699
Protium ecuadorense,100-199,900-999
Protium glabrescens,100-199,500-599
Protium guianense,200-299,300-399
Protium hebetatum,100-199,300-399
Protium laxiflorum,100-199,600-699
Protium macrophyllum,100-199,100-199
Protium opacum,100-199,1700-1799
Protium rhynchophyllum,100-199,100-199
Protium sagotianum,100-199,600-699
Protium spruceanum,100-199,800-899
Protium subserratum,100-199,1100-1199
Protium tenuifolium,100-199,400-499
Protium unifoliolatum,100-199,500-599
Prumnopitys harmsiana,1800-1899,3500-3599
Prumnopitys montana,1500-1599,3400-3499
Prunus debilis,100-199,2200-2299
Prunus falcata,2800-2899,3200-3299
Prunus herthae,1000-1099,2100-2199
Prunus huantensis,1000-1099,3300-3399
Prunus integrifolia,2300-2399,2500-2599
Prunus muris,2000-2099,2400-2499
Prunus opaca,1900-1999,3200-3299
Prunus pleiantha,1800-1899,3000-3099
Prunus stipulata,1600-1699,1600-1699
Prunus subcorymbosa,1100-1199,2200-2299
Psammisia graebneriana,2300-2399,3000-3099
Pseudobombax septenatum,700-799,1300-1399
Pseudolmedia laevigata,100-199,1700-1799
Pseudolmedia laevis,100-199,1700-1799
Pseudolmedia macrophylla,100-199,1600-1699
Pseudolmedia rigida,100-199,2000-2099
Pseudoxandra pacifica,100-199,100-199
Psidium guineense,400-499,2100-2199
Psychotria brachiata,1100-1199,2100-2199
Psychotria capitata,N/A,N/A
Psychotria cauligera,500-599,1300-1399
Psychotria ernestii,200-299,400-499
Psychotria fortuita,300-399,3000-3099
Psychotria grandis,100-199,600-699
Psychotria horizontalis,100-199,1200-1299
Psychotria micrantha,100-199,1800-1899
Psychotria montivaga,1000-1099,2200-2299
Psychotria officinalis,100-199,2800-2899
Psychotria pichisensis,100-199,2100-2199
Psychotria remota,100-199,1900-1999
Psychotria saltatrix,1200-1299,1500-1599
Pterocarpus officinalis,100-199,1300-1399
Pterocarpus rohrii,100-199,1000-1099
Purdiaea nutans,800-899,2500-2599
Qualea lineata,N/A,N/A
Qualea paraensis,100-199,600-699
Quararibea grandifolia,100-199,1500-1599
Quararibea wittii,100-199,1000-1099
Quiina amazonica,100-199,1000-1099
Quiina cruegeriana,100-199,400-499
Quiina florida,100-199,2100-2199
Quiina macrophylla,100-199,300-399
Quiina obovata,100-199,400-499
Quiina pteridophylla,100-199,100-199
Randia armata,100-199,2500-2599
Randia ferox,100-199,200-299
Randia hondensis,200-299,200-299
Rauvolfia leptophylla,100-199,1900-1999
Rauvolfia sprucei,100-199,200-299
Ravenia biramosa,100-199,100-199
Remijia chelomaphylla,500-599,1400-1499
Retiniphyllum concolor,100-199,800-899
Retrophyllum rospigliosii,1700-1799,2200-2299
Rhamnidium elaeocarpum,100-199,400-499
Rhamnus glandulosa,2300-2399,2300-2399
Rhodostemonodaphne cyclops,1800-1899,2000-2099
Rhodostemonodaphne grandis,200-299,700-799
Rhodostemonodaphne kunthiana,100-199,2100-2199
Richeria grandis,100-199,2000-2099
Rinorea lindeniana,100-199,800-899
Rinorea paniculata,100-199,200-299
Rinorea pubiflora,100-199,200-299
Rinorea viridifolia,100-199,1000-1099
Rinoreocarpus ulei,200-299,1200-1299
Ronabea latifolia,100-199,800-899
Roucheria columbiana,100-199,600-699
Roucheria laxiflora,900-999,1700-1799
Roupala cordifolia,2000-2099,2800-2899
Roupala monosperma,800-899,3000-3099
Roupala montana,100-199,2500-2599
Ruagea glabra,100-199,3000-3099
Ruagea hirsuta,600-699,3100-3199
Ruagea pubescens,1700-1799,3100-3199
Ruagea tomentosa,600-699,2800-2899
Rudgea ciliata,200-299,1600-1699
Rudgea cornifolia,100-199,1100-1199
Rudgea verticillata,200-299,1600-1699
Ruizodendron ovale,200-299,800-899
Ruprechtia tenuiflora,N/A,N/A
Ryania spruceana,100-199,300-399
Salacia cordata,100-199,2000-2099
Salacia solimoesensis,100-199,300-399
Sambucus nigra,900-999,3100-3199
Sambucus peruviana,2100-2199,3600-3699
Sapindus saponaria,100-199,2200-2299
Sapium glandulosum,100-199,2100-2199
Sapium laurifolium,100-199,2300-2399
Sapium marmieri,100-199,2100-2199
Sapium stylare,200-299,3000-3099
Saracha punctata,2700-2799,3700-3799
Sarcaulus brasiliensis,100-199,1000-1099
Sarcaulus oblatus,400-499,1000-1099
Saurauia brachybotrys,1100-1199,2000-2099
Saurauia bullosa,1100-1199,3200-3299
Saurauia harlingii,1300-1399,2700-2799
Saurauia herthae,200-299,2500-2599
Saurauia peruviana,800-899,3000-3099
Saurauia prainiana,200-299,2800-2899
Saurauia pseudostrigillosa,900-999,3000-3099
Saurauia tomentosa,900-999,3200-3299
Saurauia ursina,2500-2599,2500-2599
Schefflera minutiflora,1100-1199,2400-2499
Schefflera sodiroi,1700-1799,3100-3199
Schizocalyx bracteosa,100-199,900-999
Schizolobium parahyba,100-199,800-899
Schnella glabra,100-199,400-499
Senegalia polyphylla,200-299,1200-1299
Senegalia riparia,100-199,1500-1599
Senna bacillaris,100-199,1300-1399
Senna mollissima,300-399,2000-2099
Senna ruiziana,100-199,1600-1699
Senna silvestris,200-299,400-499
Senna spectabilis,100-199,2000-2099
Sessea dependens,2700-2799,2700-2799
Sessea vestita,2300-2399,3200-3299
Simaba guianensis,100-199,1300-1399
Simarouba amara,100-199,2100-2199
Simira cordifolia,100-199,1000-1099
Simira mollis,200-299,500-599
Simira rubescens,100-199,600-699
Siparuna aspera,300-399,3000-3099
Siparuna bifida,100-199,400-499
Siparuna cascada,300-399,2800-2899
Siparuna cervicornis,100-199,600-699
Siparuna conica,100-199,1100-1199
Siparuna cristata,100-199,1300-1399
Siparuna decipiens,100-199,1400-1499
Siparuna echinata,400-499,3200-3299
Siparuna eggersii,100-199,2400-2499
Siparuna gigantotepala,700-799,700-799
Siparuna guianensis,100-199,1100-1199
Siparuna laurifolia,500-599,1800-1899
Siparuna lepidota,400-499,2500-2599
Siparuna piloso-lepidota,1000-1099,3100-3199
Siparuna thecaphora,100-199,2100-2199
Siparuna tomentosa,500-599,2000-2099
Siphoneugena densiflora,2200-2299,2500-2599
Siphoneugena dussii,1200-1299,2100-2199
Sisyrinchium micranthum,1300-1399,3800-3899
Sloanea brevipes,500-599,500-599
