Species,Min Elevation Bracket,Max Elevation Bracket
Jacaranda hesperia,500-599,1000-1099
Jacaranda macrocarpa,300-399,400-499
Jacaranda mimosifolia,700-799,2200-2299
Jacaranda obtusifolia,100-199,1100-1199
Jacaratia chocoensis,700-799,700-799
Jacaratia digitata,100-199,1600-1699
Joosia umbellifera,300-399,2200-2299
Juglans neotropica,500-599,3500-3599
Kotchubaea sericantha,300-399,300-399
Lacistema aggregatum,100-199,2000-2099
Lacistema nena,100-199,900-999
Lacmellea edulis,100-199,1500-1599
Lacunaria crenata,400-499,1700-1799
Ladenbergia heterophylla,500-599,2300-2399
Ladenbergia macrocarpa,300-399,3000-3099
Ladenbergia macrophylla,1400-1499,1400-1499
Ladenbergia muzonensis,500-599,2100-2199
Ladenbergia oblongifolia,200-299,2800-2899
Lafoensia acuminata,1200-1299,2800-2899
Lecointea amazonica,400-499,400-499
Lecythis ampla,500-599,1600-1699
Lecythis minor,900-999,900-999
Lecythis tuyrana,300-399,500-599
Leonia crassa,200-299,900-999
Leonia glycycarpa,100-199,900-999
Leonia occidentalis,300-399,300-399
Leonia triandra,100-199,700-799
Leucaena trichodes,3200-3299,3200-3299
Licania canescens,100-199,600-699
Licania harlingii,100-199,700-799
Licania hypoleuca,100-199,900-999
Licania incana,600-699,1400-1499
Licania micrantha,100-199,1300-1399
Licania octandra,100-199,700-799
Licaria applanata,800-899,2100-2199
Licaria canella,100-199,1600-1699
Licaria cannella,100-199,1600-1699
Licaria triandra,800-899,2200-2299
Ligustrum lucidum,2500-2599,3100-3199
Lindackeria laurina,300-399,800-899
Lindackeria paludosa,100-199,1500-1599
Lippia americana,800-899,800-899
Lippia hirsuta,300-399,3400-3499
Lonchocarpus macrophyllus,300-399,1600-1699
Lonchocarpus sericeus,800-899,1200-1299
Lozanella enantiophylla,2300-2399,3400-3499
Lozania mutisiana,300-399,2400-2499
Luehea seemannii,100-199,1800-1899
Lunania parviflora,400-499,700-799
Lycianthes inaequilatera,300-399,2400-2499
Lycianthes pauciflora,100-199,2000-2099
Mabea occidentalis,100-199,1600-1699
Mabea trianae,100-199,1600-1699
Machaerium biovulatum,400-499,2100-2199
Machaerium capote,200-299,1600-1699
Machaerium floribundum,200-299,900-999
Machaerium hirtum,N/A,N/A
Machaerium mutisii,N/A,N/A
Macleania rupestris,300-399,3900-3999
Maclura tinctoria,100-199,3000-3099
Macrocarpaea glabra,2200-2299,3600-3699
Macrocarpaea macrophylla,900-999,3200-3299
Macrocnemum grandiflorum,1100-1199,1100-1199
Macrocnemum roseum,800-899,2100-2199
Macrolobium colombianum,400-499,2200-2299
Macrolobium gracile,100-199,1300-1399
Macrolobium limbatum,300-399,600-699
Magnolia gilbertoi,1800-1899,3200-3299
Magnolia mashpi,N/A,N/A
Malpighia glabra,200-299,1600-1699
Manilkara bidentata,100-199,900-999
Maprounea guianensis,100-199,1300-1399
Maquira calophylla,100-199,900-999
Maquira guianensis,200-299,1800-1899
Marcgraviastrum macrocarpum,1600-1699,1800-1899
Margaritaria nobilis,100-199,2200-2299
Marila laxiflora,300-399,2000-2099
Marila podantha,100-199,700-799
Matayba adenanthera,200-299,300-399
Matayba arborescens,100-199,800-899
Matayba camptoneura,100-199,500-599
Matayba elegans,100-199,2000-2099
Matayba guianensis,100-199,1500-1599
Matayba peruviana,500-599,1800-1899
Matayba purgans,200-299,1800-1899
Matayba scrobiculata,100-199,500-599
Matisia castano,300-399,1800-1899
Matisia coloradorum,800-899,1700-1799
Matisia cornu-copiae,700-799,2100-2199
Matisia floccosa,500-599,2300-2399
Matisia giacomettoi,100-199,800-899
Matisia idroboi,300-399,1900-1999
Matisia malacocalyx,100-199,1800-1899
Matudaea colombiana,1400-1499,1900-1999
Mauria ferruginea,500-599,2800-2899
Mauria heterophylla,300-399,3200-3299
Mauria simplicifolia,800-899,3300-3399
Mauritia flexuosa,100-199,1500-1599
Mayna grandifolia,400-499,400-499
Mayna odorata,100-199,1500-1599
Mayna suaveolens,300-399,500-599
Maytenus verticillata,2200-2299,3300-3399
Melicoccus bijugatus,200-299,1100-1199
Melicoccus oliviformis,300-399,300-399
Meliosma bogotana,1900-1999,3200-3299
Meliosma boliviensis,1900-1999,2200-2299
Meliosma echeverryana,1800-1899,2300-2399
Meliosma frondosa,1700-1799,3300-3399
Meliosma glabrata,N/A,N/A
Meliosma glossophylla,N/A,N/A
Meliosma herbertii,600-699,1300-1399
Meliosma occidentalis,300-399,2000-2099
Meliosma peytonii,2100-2199,2100-2199
Annona edulis,100-199,1600-1699
Annona hypoglauca,100-199,600-699
Annona jahnii,300-399,600-699
Annona montana,900-999,1600-1699
Annona mucosa,100-199,2000-2099
Annona muricata,200-299,3000-3099
Annona papilionella,200-299,1800-1899
Annona quinduensis,700-799,2400-2499
Annona rensoniana,300-399,1600-1699
Anthodiscus klugii,300-399,600-699
Aparisthmium cordatum,100-199,1500-1599
Apeiba glabra,100-199,1100-1199
Apeiba membranacea,100-199,900-999
Apeiba tibourbou,100-199,900-999
Aphelandra acanthus,700-799,3300-3399
Aphelandra glabrata,300-399,1100-1199
Aphelandra pulcherrima,300-399,1100-1199
Aphelandra runcinata,1200-1299,3200-3299
Aptandra tubicina,500-599,600-699
Arachnothryx colombiana,1600-1699,2300-2399
Aralia excelsa,300-399,400-499
Ardisia foetida,100-199,2200-2299
Ardisia guianensis,100-199,2200-2299
Aspidosperma cruentum,1600-1699,1600-1699
Aspidosperma cuspa,300-399,1200-1299
Aspidosperma desmanthum,100-199,1300-1399
Aspidosperma excelsum,100-199,1700-1799
Aspidosperma macrocarpon,500-599,500-599
Aspidosperma megalocarpon,200-299,1400-1499
Aspidosperma polyneuron,200-299,600-699
Aspidosperma schultesii,100-199,600-699
Aspidosperma spruceanum,100-199,1500-1599
Asplundia schizotepala,1500-1599,1500-1599
Astronium graveolens,200-299,1700-1799
Astronium lecointei,300-399,500-599
Meliosma schlimii,2000-2099,2300-2399
Meliosma vasquezii,700-799,1500-1599
Meliosma violacea,600-699,2500-2599
Meriania brachycera,1200-1299,3300-3399
Meriania grandidens,1600-1699,2000-2099
Meriania longifolia,700-799,2300-2399
Meriania maxima,1300-1399,2900-2999
Meriania mutisii,2700-2799,3200-3299
Meriania nobilis,2000-2099,2800-2899
Meriania pichinchensis,2000-2099,2000-2099
Meriania quintuplinervis,1800-1899,2300-2399
Meriania rigida,2200-2299,2200-2299
Meriania tomentosa,1400-1499,3100-3199
Miconia acutifolia,1500-1599,2000-2099
Miconia affinis,100-199,3100-3199
Miconia albicans,100-199,1800-1899
Miconia alpina,N/A,N/A
Miconia alternans,500-599,800-899
Miconia aponeura,300-399,1300-1399
Miconia aristata,900-999,1200-1299
Miconia asperrima,1200-1299,3300-3399
Miconia astroplocama,300-399,500-599
Miconia aulocalyx,300-399,700-799
Miconia biappendiculata,300-399,3400-3499
Miconia biglandulosa,100-199,800-899
Miconia brachycalyx,300-399,3200-3299
Miconia bracteata,N/A,N/A
Miconia bracteolata,2900-2999,3800-3899
Miconia brevitheca,500-599,3500-3599
Miconia caesia,1300-1399,1300-1399
Miconia calophylla,3200-3299,3200-3299
Miconia calvescens,200-299,1500-1599
Miconia caudata,400-499,2300-2399
Miconia centrodesma,100-199,3700-3799
Miconia chlorocarpa,2800-2899,3800-3899
Miconia chrysophylla,200-299,600-699
Miconia cladonia,2100-2199,3900-3999
Miconia clathrantha,1400-1499,2300-2399
Miconia corymbiformis,400-499,3700-3799
Miconia costaricensis,1600-1699,2300-2399
Miconia crassinervia,300-399,500-599
Miconia cundinamarcensis,2100-2199,3300-3399
Miconia dapsiliflora,1600-1699,2200-2299
Miconia decurrens,300-399,1500-1599
Miconia denticulata,2000-2099,3400-3499
Miconia divergens,1500-1599,1900-1999
Miconia dodecandra,300-399,2100-2199
Miconia dolichopoda,1500-1599,3100-3199
Miconia dolichorrhyncha,100-199,1800-1899
Miconia donaeana,500-599,600-699
Miconia elata,100-199,3500-3599
Miconia elongata,2000-2099,2000-2099
Miconia explicita,500-599,800-899
Miconia ferruginea,1300-1399,3700-3799
Miconia floribunda,1200-1299,2900-2999
Miconia fragrans,1200-1299,1200-1299
Miconia glaucescens,700-799,900-999
Miconia goniostigma,300-399,2200-2299
Miconia gracilis,200-299,2000-2099
Miconia ibaguensis,300-399,2100-2199
Miconia jahnii,2100-2199,3700-3799
Miconia juruensis,300-399,400-499
Miconia laetivirens,700-799,1900-1999
Miconia lamprophylla,100-199,3100-3199
Miconia lasiocalyx,2000-2099,2400-2499
Miconia latifolia,700-799,3900-3999
Miconia lehmannii,200-299,3900-3999
Miconia ligustrina,300-399,3700-3799
Miconia lonchophylla,700-799,2700-2799
Miconia longifolia,200-299,2800-2899
Miconia matthaei,100-199,800-899
Miconia media,N/A,N/A
Miconia micropetala,1800-1899,3000-3099
Miconia minutiflora,100-199,1400-1499
Miconia mirabilis,400-499,1800-1899
Miconia multiplinervia,900-999,3200-3299
Miconia myriantha,600-699,1200-1299
Miconia myrtillifolia,2200-2299,3500-3599
Miconia notabilis,400-499,2800-2899
Miconia ochracea,700-799,3500-3599
Miconia orcheotoma,2900-2999,3800-3899
Miconia orescia,900-999,3500-3599
Miconia plena,1100-1199,2100-2199
Miconia poeppigii,100-199,700-799
Miconia prasina,100-199,3500-3599
Miconia pterocaulon,100-199,1400-1499
Miconia punctata,100-199,1900-1999
Miconia pustulata,1800-1899,3200-3299
Miconia quintuplinervia,2100-2199,2300-2399
Miconia reducens,200-299,1600-1699
Miconia resima,900-999,2700-2799
Miconia rivetii,1200-1299,2400-2499
Miconia rupticalyx,1100-1199,1100-1199
Miconia serrulata,100-199,1400-1499
Miconia smaragdina,400-499,2400-2499
Miconia smithii,1600-1699,1600-1699
Miconia spicellata,300-399,1700-1799
Miconia splendens,100-199,1800-1899
Miconia superposita,2800-2899,2800-2899
Miconia ternatifolia,500-599,500-599
Miconia theizans,500-599,3500-3599
Miconia tinifolia,2000-2099,3700-3799
Miconia tonduzii,1200-1299,2400-2499
Miconia trinervia,100-199,1800-1899
Miconia wurdackii,2000-2099,3100-3199
Micropholis egensis,300-399,1300-1399
Micropholis grandiflora,900-999,900-999
Micropholis guyanensis,100-199,1600-1699
Micropholis melinoniana,300-399,1100-1199
Micropholis venulosa,100-199,1400-1499
Minquartia guianensis,100-199,1200-1299
Mollinedia killipii,600-699,1600-1699
Mollinedia lanceolata,500-599,500-599
Mollinedia ovata,400-499,2100-2199
Mollinedia repanda,1400-1499,1400-1499
Mollinedia tomentosa,400-499,2500-2599
Monnina aestuans,1400-1499,3900-3999
Monnina pseudopilosa,1200-1299,3300-3399
Morella parvifolia,300-399,3800-3899
Morella pubescens,1200-1299,3700-3799
Morisonia americana,300-399,900-999
Morisonia oblongifolia,N/A,N/A
Morus alba,600-699,1800-1899
Mouriri nigra,100-199,700-799
Muntingia calabura,200-299,3500-3599
Myrcia cucullata,400-499,2900-2999
Myrcia egensis,1100-1199,1100-1199
Myrcia mollis,1800-1899,1800-1899
Myrcia neesiana,1500-1599,2200-2299
Myrcia paivae,100-199,3500-3599
Myrcia paive,100-199,3500-3599
Myrcia popayanensis,600-699,2500-2599
Myrcia splendens,100-199,2900-2999
Myrcia sylvatica,100-199,1400-1499
Myrcianthes alaternifolia,2200-2299,3100-3199
Myrcianthes karsteniana,N/A,N/A
Myrcianthes myrsinoides,2700-2799,2900-2999
Myrcianthes orthostemon,300-399,3300-3399
Myrcianthes rhopaloides,1500-1599,3400-3499
Myriocarpa stipitata,600-699,3000-3099
Myroxylon balsamum,200-299,1400-1499
Myroxylon peruiferum,1200-1299,1200-1299
Myrsine andina,900-999,3900-3999
Myrsine coriacea,200-299,3500-3599
Myrsine dependens,1400-1499,3900-3999
Myrsine guianensis,100-199,3500-3599
Myrsine latifolia,400-499,3100-3199
Myrsine oligophylla,2000-2099,2000-2099
Myrsine pellucida,1100-1199,3700-3799
Myrsine pellucidopunctata,400-499,3500-3599
Naucleopsis capirensis,300-399,2000-2099
Naucleopsis chiguila,600-699,700-799
Naucleopsis concinna,300-399,600-699
Naucleopsis glabra,100-199,2300-2399
Naucleopsis krukovii,100-199,900-999
Naucleopsis naga,300-399,2100-2199
Naucleopsis ulei,100-199,900-999
Nealchornea yapurensis,300-399,1200-1299
Nectandra acuminata,200-299,500-599
Nectandra acutifolia,300-399,3000-3099
Nectandra cissiflora,800-899,800-899
Nectandra cuspidata,100-199,1200-1299
Nectandra discolor,1800-1899,3000-3099
Nectandra laurel,1200-1299,3300-3399
Nectandra lineata,600-699,2800-2899
Nectandra lineatifolia,200-299,3000-3099
Nectandra longifolia,300-399,1700-1799
Nectandra membranacea,100-199,2400-2499
Nectandra obtusata,1300-1399,3300-3399
Nectandra reticulata,300-399,2900-2999
Neea amplifolia,N/A,N/A
Neea divaricata,100-199,1900-1999
Neea floribunda,100-199,1400-1499
Neea macrophylla,100-199,1100-1199
Neea ovalifolia,100-199,800-899
Neea parviflora,100-199,1200-1299
Neea spruceana,100-199,1100-1199
Neea virens,700-799,1200-1299
Norantea guianensis,100-199,2000-2099
Notopleura macrophylla,100-199,2800-2899
Notopleura siggersiana,1200-1299,2900-2999
Ochroma pyramidale,100-199,3300-3399
Ocotea aciphylla,100-199,2100-2199
Ocotea arnottiana,3300-3399,3300-3399
Ocotea benthamiana,2100-2199,3000-3099
Ocotea bofo,300-399,1500-1599
Ocotea cernua,100-199,1800-1899
Ocotea costulata,200-299,600-699
Ocotea cuneifolia,900-999,3000-3099
Ocotea floccifera,300-399,1800-1899
Ocotea floribunda,100-199,2800-2899
Ocotea guianensis,300-399,3400-3499
Ocotea infrafoveolata,2300-2399,3600-3699
Ocotea insularis,100-199,3000-3099
Ocotea javitensis,100-199,1800-1899
Ocotea jelskii,2800-2899,2800-2899
Ocotea karsteniana,1900-1999,2300-2399
Ocotea leucoxylon,100-199,1900-1999
Ocotea longifolia,100-199,2900-2999
Ocotea macropoda,500-599,1900-1999
Ocotea micans,2100-2199,2900-2999
Ocotea multinervis,2800-2899,2900-2999
Ocotea oblonga,200-299,1900-1999
Ocotea olivacea,300-399,700-799
Ocotea oreophila,3100-3199,3100-3199
Ocotea pacifica,500-599,2400-2499
Ocotea pichinchensis,1200-1299,1200-1299
Ocotea puberula,300-399,2100-2199
Ocotea rufa,1900-1999,3000-3099
Ocotea rugosa,1200-1299,2200-2299
Ocotea sericea,1700-1799,3900-3999
Ocotea smithiana,1800-1899,2900-2999
Ocotea tessmannii,400-499,2300-2399
Oenocarpus bacaba,100-199,600-699
Oenocarpus bataua,100-199,1900-1999
Oenocarpus mapora,100-199,3700-3799
Oenocarpus minor,100-199,2400-2499
Olmedia aspera,200-299,3200-3299
Oreocallis grandiflora,2200-2299,2200-2299
Oreopanax albanensis,1800-1899,1900-1999
Oreopanax bogotensis,2200-2299,3600-3699
Oreopanax capitatus,300-399,3300-3399
Oreopanax discolor,1200-1299,3800-3899
Oreopanax ecuadorensis,2800-2899,3500-3599
Oreopanax grandifolius,500-599,2400-2499
Oreopanax incisus,300-399,3500-3599
Oreopanax palamophyllus,2200-2299,3300-3399
Oreopanax seemannianus,1100-1199,4000-4099
Ormosia coarctata,200-299,1200-1299
Orthaea glandulifera,1700-1799,1700-1799
Ossaea micrantha,500-599,3700-3799
Osteophloeum platyspermum,100-199,800-899
Otoba acuminata,N/A,N/A
Otoba glycycarpa,300-399,1800-1899
Otoba gordoniifolia,500-599,2200-2299
Otoba novogranatensis,200-299,1900-1999
Otoba parvifolia,200-299,1800-1899
Ouratea amplifolia,300-399,700-799
Ouratea pendula,500-599,500-599
Oxandra espintana,300-399,900-999
Oxandra panamensis,300-399,300-399
Oxandra polyantha,500-599,500-599
Palicourea acanthacea,100-199,1300-1399
Palicourea acetosoides,200-299,2300-2399
Palicourea amethystina,1100-1199,3700-3799
Palicourea andaluciana,1500-1599,3400-3499
Palicourea andrei,1500-1599,3200-3299
Palicourea angustifolia,300-399,3300-3399
Palicourea apicata,1500-1599,3800-3899
Palicourea calophlebia,1400-1499,2400-2499
Palicourea cogolloi,1700-1799,3400-3499
Palicourea demissa,700-799,3400-3499
Palicourea garciae,700-799,3900-3999
Palicourea guianensis,100-199,3500-3599
Palicourea latifolia,600-699,1500-1599
Palicourea leuconeura,1300-1399,2400-2499
Palicourea lineata,2000-2099,3500-3599
Palicourea luteonivea,900-999,2200-2299
Palicourea lyristipula,700-799,3200-3299
Palicourea obovata,600-699,2400-2499
Palicourea palenquensis,300-399,2100-2199
Palicourea perquadrangularis,1200-1299,2400-2499
Palicourea pyramidalis,500-599,2400-2499
Palicourea rigidifolia,1900-1999,1900-1999
Palicourea sodiroi,900-999,2400-2499
Palicourea stipularis,400-499,3500-3599
Palicourea subscandens,1100-1199,2000-2099
Palicourea sulphurea,400-499,3400-3499
Palicourea thyrsiflora,600-699,3000-3099
Palicourea tinctoria,900-999,1600-1699
Palicourea weberbaueri,1500-1599,3600-3699
Panopsis megistosperma,500-599,1100-1199
Panopsis metcalfii,2300-2399,3000-3099
Panopsis mucronata,1600-1699,2200-2299
Panopsis pearcei,N/A,N/A
Panopsis polystachya,800-899,3300-3399
Panopsis rubescens,100-199,1400-1499
Panopsis suaveolens,1900-1999,2800-2899
Panopsis yolombo,2300-2399,3000-3099
Parathesis adenanthera,600-699,2000-2099
Parinari chocoensis,500-599,500-599
Parinari pachyphylla,N/A,N/A
Parinari parilis,N/A,N/A
Passiflora arborea,900-999,3500-3599
Passiflora macrophylla,100-199,1800-1899
Paullinia capreolata,200-299,2000-2099
Pausandra trianae,200-299,600-699
Peltogyne paniculata,100-199,100-199
Pentacalia disciformis,2200-2299,3400-3499
Pentacalia oronocensis,3300-3399,3300-3399
Pentacalia theifolia,2200-2299,3500-3599
Pentagonia clementinensis,1600-1699,1600-1699
Pentagonia grandiflora,100-199,1600-1699
Pentagonia macrophylla,100-199,1300-1399
Pentagonia williamsii,400-499,400-499
Peperomia elongata,100-199,2900-2999
Pera arborea,100-199,1400-1499
Pera glabrata,100-199,800-899
Pera tomentosa,100-199,600-699
Perebea angustifolia,100-199,2000-2099
Perebea guianensis,200-299,1300-1399
Perebea humilis,300-399,300-399
Perebea xanthochyma,100-199,1800-1899
Perissocarpa steyermarkii,700-799,1500-1599
Perrottetia sessiliflora,400-499,2200-2299
Persea americana,200-299,3000-3099
Persea areolatocostae,200-299,2300-2399
Persea caerulea,400-499,3200-3299
Persea chrysophylla,3400-3499,3400-3499
Persea cuneata,300-399,2800-2899
Persea fendleri,2200-2299,2300-2399
Persea ferruginea,3100-3199,3300-3399
Persea mutisii,1200-1299,3300-3399
Persea nudigemma,1400-1499,3000-3099
Persea peruviana,1600-1699,1600-1699
Persea povedae,500-599,1200-1299
Persea pseudofasciculata,700-799,2200-2299
Persea rigens,200-299,2200-2299
Persea sericea,2800-2899,2800-2899
Persea subcordata,2000-2099,2400-2499
Petrea pubescens,300-399,1500-1599
Phenakospermum guyannense,100-199,1500-1599
Pholidostachys dactyloides,100-199,1100-1199
Phyllanthus acuminatus,300-399,2000-2099
Phyllanthus attenuatus,100-199,2400-2499
Phyllanthus brasiliensis,100-199,400-499
Phytelephas aequatorialis,1300-1399,1300-1399
Phytolacca dioica,1700-1799,2400-2499
Picramnia latifolia,200-299,700-799
Picramnia sellowii,100-199,1500-1599
Picrolemma huberi,1800-1899,1800-1899
Pinus patula,1500-1599,3200-3299
Piper adenandrum,900-999,900-999
Axinaea colombiana,2900-2999,3500-3599
Axinaea lehmannii,1200-1299,2900-2999
Axinaea macrophylla,1200-1299,3500-3599
Axinaea quitensis,2000-2099,3300-3399
Axinaea scutigera,1200-1299,3000-3099
Baccharis brachylaenoides,700-799,3000-3099
Baccharis latifolia,700-799,3800-3899
Baccharis oblongifolia,1100-1199,3500-3599
Bactris gasipaes,200-299,2200-2299
Bactris maraja,100-199,700-799
Bactris pilosa,300-399,500-599
Bactris setulosa,500-599,1800-1899
Banara glauca,800-899,2200-2299
Banara guianensis,200-299,3100-3199
Banara ibaguensis,300-399,1700-1799
Banara regia,1300-1399,1600-1699
Barnadesia parviflora,1100-1199,3300-3399
Bathysa obovata,2100-2199,2100-2199
Batocarpus orinocensis,200-299,1800-1899
Bauhinia picta,300-399,1500-1599
Bauhinia tarapotensis,200-299,900-999
Beilschmiedia alloiophylla,400-499,2200-2299
Beilschmiedia costaricensis,300-399,3300-3399
Beilschmiedia pendula,900-999,2900-2999
Beilschmiedia sulcata,400-499,2400-2499
Beilschmiedia tovarensis,600-699,3000-3099
Bejaria aestuans,100-199,3500-3599
Bejaria resinosa,300-399,3600-3699
Bellucia grossularioides,100-199,2000-2099
Bellucia pentamera,100-199,1600-1699
Bertiera angustifolia,300-399,900-999
Besleria formosa,700-799,3300-3399
Billia rosea,200-299,3900-3999
Blakea cuatrecasii,1400-1499,2100-2199
Blakea eriocalyx,600-699,2200-2299
Blakea holtonii,2400-2499,2700-2799
Blakea multiflora,1500-1599,1500-1599
Piper aduncum,100-199,3000-3099
Piper amalago,300-399,3000-3099
Piper andreanum,1800-1899,3300-3399
Piper arboreum,100-199,1900-1999
Piper archeri,1800-1899,2700-2799
Piper artanthe,1500-1599,3300-3399
Piper augustum,200-299,2400-2499
Piper barbatum,1500-1599,3300-3399
Piper boquianum,1700-1799,1900-1999
Piper carpunya,300-399,2800-2899
Piper cernuum,300-399,2300-2399
Piper crassinervium,200-299,3200-3299
Piper daniel-gonzalezii,1800-1899,2100-2199
Piper divulgatum,N/A,N/A
Piper ecuadorense,2100-2199,3300-3399
Piper glanduligerum,600-699,2200-2299
Piper gorgonillense,100-199,1600-1699
Piper grande,300-399,2300-2399
Piper hylophilum,300-399,2000-2099
Piper imperiale,700-799,2000-2099
Piper lacunosum,700-799,3300-3399
Piper longispicum,900-999,2100-2199
Piper marequitense,1200-1299,2000-2099
Piper nubigenum,300-399,3300-3399
Piper obliquum,100-199,2200-2299
Piper perareolatum,1300-1399,2100-2199
Piper phytolaccifolium,300-399,1300-1399
Piper reticulatum,300-399,1100-1199
Piper scobinifolium,1500-1599,2300-2399
Piper tuberculatum,200-299,2100-2199
Piptocoma discolor,100-199,3300-3399
Pisonia aculeata,300-399,1100-1199
Pithecellobium dulce,200-299,1600-1699
Platymiscium hebestachyum,300-399,600-699
Platymiscium pinnatum,200-299,1300-1399
Platymiscium stipulare,300-399,1900-1999
Platypodium elegans,300-399,700-799
Pleuranthodendron lindenii,100-199,900-999
Pleurothyrium cuneifolium,600-699,1900-1999
Pleurothyrium glabrifolium,1800-1899,1800-1899
Pleurothyrium glabritepalum,N/A,N/A
Pleurothyrium parviflorum,N/A,N/A
Pleurothyrium poeppigii,300-399,800-899
Pleurothyrium trianae,300-399,800-899
Plumeria rubra,900-999,1800-1899
Podocarpus guatemalensis,700-799,1800-1899
Podocarpus magnifolius,1300-1399,1900-1999
Podocarpus oleifolius,700-799,3600-3699
Poeppigia procera,300-399,300-399
Polybotrya polybotryoides,500-599,2000-2099
Polylepis pauta,3300-3399,3900-3999
Posoqueria chocoana,500-599,1800-1899
Posoqueria coriacea,100-199,2200-2299
Posoqueria latifolia,100-199,2400-2499
Potalia amara,100-199,900-999
Poulsenia armata,100-199,1800-1899
Pourouma bicolor,100-199,1800-1899
Pourouma cecropiifolia,100-199,1400-1499
Pourouma cuspidata,200-299,300-399
Pourouma guianensis,100-199,1700-1799
Pourouma herrerensis,200-299,200-299
Pourouma hirsutipetiolata,300-399,500-599
Pourouma melinonii,300-399,700-799
Pourouma minor,100-199,1300-1399
Pourouma mollis,300-399,600-699
Pouteria baehniana,300-399,2100-2199
Pouteria bangii,100-199,500-599
Pouteria bilocularis,300-399,1100-1199
Pouteria buenaventurensis,300-399,1800-1899
Pouteria caimito,100-199,1900-1999
Pouteria campanulata,600-699,800-899
Pouteria cuspidata,100-199,1500-1599
Pouteria durlandii,500-599,700-799
Pouteria egregia,1200-1299,1200-1299
Pouteria gigantea,N/A,N/A
Pouteria glomerata,100-199,1400-1499
Pouteria guianensis,N/A,N/A
Pouteria juruana,N/A,N/A
Pouteria lucuma,300-399,2200-2299
Pouteria macrocarpa,400-499,500-599
Pouteria macrophylla,400-499,1700-1799
Pouteria multiflora,200-299,2000-2099
Pouteria oblanceolata,400-499,700-799
Pouteria reticulata,100-199,900-999
Pouteria sapota,500-599,1400-1499
Pouteria subrotata,300-399,1200-1299
Pouteria torta,100-199,4000-4099
Pouteria trilocularis,300-399,1800-1899
Pouteria vernicosa,200-299,600-699
Praecereus euchlorus,300-399,600-699
Prestoea acuminata,500-599,3000-3099
Prestoea decurrens,200-299,1700-1799
Prestoea ensiformis,300-399,2000-2099
Prionostemma asperum,200-299,600-699
Protium altsonii,100-199,3500-3599
Protium amazonicum,100-199,1300-1399
Protium amplum,300-399,1800-1899
Protium apiculatum,100-199,1800-1899
Protium aracouchini,100-199,1400-1499
Protium colombianum,300-399,300-399
Protium divaricatum,100-199,500-599
Protium ecuadorense,100-199,1800-1899
Protium glabrescens,100-199,900-999
Protium guianense,100-199,900-999
Protium hebetatum,100-199,3500-3599
Protium laxiflorum,200-299,700-799
Protium macrophyllum,300-399,1200-1299
Protium opacum,100-199,1400-1499
Protium sagotianum,100-199,800-899
Protium spruceanum,300-399,1200-1299
Protium subserratum,200-299,700-799
Protium tenuifolium,300-399,1200-1299
Protium tovarense,500-599,2300-2399
Protium unifoliolatum,100-199,1100-1199
Prumnopitys harmsiana,N/A,N/A
Prumnopitys montana,1500-1599,3200-3299
Prunus debilis,300-399,2300-2399
Prunus falcata,2800-2899,3400-3499
Prunus huantensis,1700-1799,3300-3399
Prunus integrifolia,1200-1299,3400-3499
Prunus muris,1900-1999,2900-2999
Prunus myrtifolia,N/A,N/A
Prunus ocellata,300-399,500-599
Prunus opaca,1600-1699,3400-3499
Prunus subcorymbosa,1100-1199,2800-2899
Prunus urotaenia,1900-1999,3000-3099
Psammisia graebneriana,2100-2199,3700-3799
Psammisia macrophylla,900-999,3400-3499
Pseudobombax septenatum,300-399,1700-1799
Pseudolmedia laevigata,100-199,1900-1999
Pseudolmedia laevis,100-199,1400-1499
Pseudolmedia macrophylla,400-499,900-999
Pseudolmedia rigida,100-199,2100-2199
Psidium cattleyanum,1200-1299,2100-2199
Psidium guineense,100-199,3000-3099
Psychotria biaristata,N/A,N/A
Psychotria brachiata,500-599,2000-2099
Psychotria capitata,300-399,1600-1699
Psychotria cauligera,2800-2899,2800-2899
Psychotria ernestii,300-399,300-399
Psychotria fortuita,1300-1399,2300-2399
Psychotria grandis,400-499,900-999
Psychotria horizontalis,300-399,1200-1299
Psychotria micrantha,100-199,2100-2199
Psychotria montivaga,500-599,2000-2099
Psychotria officinalis,300-399,1700-1799
Psychotria panamensis,300-399,1900-1999
Psychotria pichisensis,300-399,300-399
Psychotria remota,100-199,1400-1499
Psychotria saltatrix,500-599,2000-2099
Pterocarpus acapulcensis,200-299,400-499
Pterocarpus officinalis,100-199,1200-1299
Pterocarpus rohrii,200-299,800-899
Pterogyne nitens,900-999,900-999
Purdiaea nutans,1300-1399,2100-2199
Quadrella odoratissima,200-299,3300-3399
Qualea lineata,1300-1399,1300-1399
Qualea paraensis,100-199,1300-1399
Quararibea grandifolia,100-199,600-699
Quararibea wittii,300-399,300-399
Quercus humboldtii,800-899,3100-3199
Quiina amazonica,300-399,1100-1199
Quiina cruegeriana,200-299,1300-1399
Quiina florida,100-199,1200-1299
Quiina macrophylla,100-199,1400-1499
Quiina obovata,500-599,500-599
Quiina pteridophylla,300-399,1600-1699
Randia armata,100-199,2800-2899
Randia ferox,300-399,2000-2099
Randia hondensis,600-699,600-699
Rauvolfia leptophylla,100-199,1100-1199
Rauvolfia sprucei,300-399,500-599
Ravenia biramosa,300-399,700-799
Retiniphyllum concolor,100-199,600-699
