Species,Min Elevation Bracket,Max Elevation Bracket
Lozania nunkui,1000-1099,1600-1699
Luehea paniculata,900-999,1000-1099
Luehea seemannii,N/A,N/A
Lunania parviflora,100-199,1000-1099
Lycianthes inaequilatera,100-199,1700-1799
Lycianthes pauciflora,100-199,2100-2199
Mabea occidentalis,100-199,500-599
Machaerium biovulatum,N/A,N/A
Machaerium floribundum,300-399,500-599
Machaerium millei,300-399,1700-1799
Machaerium mutisii,200-299,700-799
Macleania rupestris,1900-1999,3800-3899
Maclura tinctoria,100-199,1400-1499
Macrocnemum roseum,200-299,1700-1799
Macrolobium colombianum,300-399,1000-1099
Macrolobium gracile,100-199,1600-1699
Macrolobium limbatum,100-199,300-399
Macrolobium pittieri,N/A,N/A
Magnolia amazonica,N/A,N/A
Magnolia gilbertoi,N/A,N/A
Malpighia glabra,N/A,N/A
Manilkara bidentata,100-199,800-899
Maprounea guianensis,100-199,100-199
Maquira calophylla,100-199,2200-2299
Maquira guianensis,100-199,1000-1099
Marcgraviastrum macrocarpum,N/A,N/A
Margaritaria nobilis,100-199,2100-2199
Marila laxiflora,500-599,500-599
Marila podantha,200-299,400-499
Matayba adenanthera,N/A,N/A
Matayba arborescens,100-199,500-599
Matayba camptoneura,1900-1999,1900-1999
Matayba elegans,N/A,N/A
Matayba guianensis,N/A,N/A
Matayba peruviana,1600-1699,1600-1699
Matayba purgans,300-399,300-399
Matisia bicolor,N/A,N/A
Matisia castano,600-699,1000-1099
Matisia coloradorum,500-599,600-699
Matisia cornu-copiae,1300-1399,1300-1399
Matisia floccosa,1300-1399,1300-1399
Matisia giacomettoi,500-599,700-799
Matisia idroboi,100-199,1400-1499
Matisia malacocalyx,100-199,1100-1199
Mauria heterophylla,400-499,2700-2799
Mauria simplicifolia,1800-1899,2700-2799
Mauritia flexuosa,100-199,1000-1099
Mayna grandifolia,100-199,100-199
Mayna odorata,100-199,1200-1299
Maytenus verticillata,1700-1799,3100-3199
Melicoccus bijugatus,N/A,N/A
Melicoccus oliviformis,200-299,200-299
Meliosma bogotana,2100-2199,2100-2199
Meliosma boliviensis,500-599,1900-1999
Meliosma echeverryana,N/A,N/A
Meliosma frondosa,600-699,3100-3199
Meliosma glabrata,N/A,N/A
Meliosma glossophylla,2200-2299,2200-2299
Meliosma herbertii,100-199,2300-2399
Meliosma occidentalis,500-599,500-599
Meliosma peytonii,700-799,1900-1999
Meliosma pumila,N/A,N/A
Annona edulis,100-199,1600-1699
Annona excellens,100-199,100-199
Annona hypoglauca,100-199,500-599
Annona jahnii,700-799,700-799
Annona montana,1000-1099,1900-1999
Annona mucosa,100-199,1900-1999
Annona muricata,100-199,1300-1399
Annona papilionella,100-199,1700-1799
Annona quinduensis,1200-1299,1700-1799
Annona rensoniana,700-799,700-799
Anthodiscus klugii,N/A,N/A
Aparisthmium cordatum,100-199,2100-2199
Apeiba glabra,100-199,1200-1299
Apeiba membranacea,100-199,1200-1299
Apeiba tibourbou,200-299,700-799
Aphelandra acanthus,2000-2099,3100-3199
Aphelandra glabrata,N/A,N/A
Aphelandra pulcherrima,N/A,N/A
Aptandra tubicina,200-299,300-399
Ardisia foetida,700-799,700-799
Ardisia guianensis,100-199,1200-1299
Aspidosperma cylindrocarpon,N/A,N/A
Aspidosperma desmanthum,100-199,1600-1699
Aspidosperma excelsum,100-199,500-599
Aspidosperma megalocarpon,1000-1099,1000-1099
Aspidosperma parvifolium,N/A,N/A
Aspidosperma polyneuron,1000-1099,1000-1099
Aspidosperma schultesii,100-199,1000-1099
Aspidosperma spruceanum,400-499,700-799
Asplundia aulacostigma,800-899,1500-1599
Asplundia schizotepala,100-199,1000-1099
Astronium graveolens,300-399,700-799
Astronium lecointei,N/A,N/A
Meliosma schlimii,1600-1699,1600-1699
Meliosma vasquezii,200-299,700-799
Meriania maxima,1400-1499,2300-2399
Meriania pichinchensis,1400-1499,1900-1999
Meriania rigida,1700-1799,3900-3999
Meriania tomentosa,1600-1699,3100-3199
Mezilaurus campaucola,600-699,1400-1499
Miconia acutifolia,N/A,N/A
Miconia affinis,100-199,1600-1699
Miconia albicans,800-899,900-999
Miconia alternans,N/A,N/A
Miconia aponeura,300-399,300-399
Miconia asperrima,1900-1999,2900-2999
Miconia astroplocama,100-199,1900-1999
Miconia aulocalyx,N/A,N/A
Miconia biglandulosa,100-199,800-899
Miconia brachycalyx,600-699,1000-1099
Miconia bracteata,3100-3199,3100-3199
Miconia bracteolata,2700-2799,3700-3799
Miconia brevitheca,500-599,2200-2299
Miconia calophylla,1600-1699,2100-2199
Miconia calvescens,100-199,2100-2199
Miconia centrodesma,100-199,1200-1299
Miconia chlorocarpa,N/A,N/A
Miconia chrysophylla,100-199,600-699
Miconia cladonia,2100-2199,3400-3499
Miconia clathrantha,1200-1299,2200-2299
Miconia coelestis,N/A,N/A
Miconia corymbiformis,2400-2499,3600-3699
Miconia dapsiliflora,1400-1499,2000-2099
Miconia decurrens,100-199,1100-1199
Miconia denticulata,2100-2199,3000-3099
Miconia divergens,2000-2099,2000-2099
Miconia dodecandra,400-499,2200-2299
Miconia dolichorrhyncha,100-199,2600-2699
Miconia elata,100-199,1200-1299
Miconia explicita,500-599,600-699
Miconia floribunda,1400-1499,2400-2499
Miconia glaucescens,200-299,1900-1999
Miconia goniostigma,600-699,1700-1799
Miconia gracilis,1200-1299,1600-1699
Miconia ibaguensis,N/A,N/A
Miconia jahnii,2100-2199,3700-3799
Miconia juruensis,500-599,500-599
Miconia lamprophylla,100-199,1400-1499
Miconia lasiocalyx,1000-1099,2500-2599
Miconia latifolia,2800-2899,4000-4099
Miconia ligustrina,2800-2899,3700-3799
Miconia lonchophylla,N/A,N/A
Miconia longifolia,100-199,1500-1599
Miconia matthaei,700-799,900-999
Miconia media,2100-2199,3000-3099
Miconia micropetala,1900-1999,2900-2999
Miconia minutiflora,N/A,N/A
Miconia multiplinervia,1000-1099,1000-1099
Miconia myriantha,N/A,N/A
Miconia neriifolia,2100-2199,2100-2199
Miconia notabilis,1600-1699,1600-1699
Miconia ochracea,3100-3199,3100-3199
Miconia orcheotoma,N/A,N/A
Miconia poeppigii,100-199,800-899
Miconia prasina,100-199,1600-1699
Miconia pterocaulon,100-199,200-299
Miconia punctata,100-199,2100-2199
Miconia pustulata,2700-2799,3400-3499
Miconia reducens,N/A,N/A
Miconia rivetii,700-799,2700-2799
Miconia rupticalyx,700-799,1000-1099
Miconia serrulata,100-199,500-599
Miconia smaragdina,700-799,2000-2099
Miconia spennerostachya,N/A,N/A
Miconia splendens,100-199,1200-1299
Miconia subandicola,300-399,400-499
Miconia suborbicularis,2200-2299,3100-3199
Miconia ternatifolia,500-599,900-999
Miconia tetragona,100-199,3300-3399
Miconia theizans,500-599,3300-3399
Miconia tinifolia,2100-2199,3600-3699
Miconia trinervia,100-199,1600-1699
Micropholis egensis,100-199,500-599
Micropholis guyanensis,100-199,1900-1999
Micropholis melinoniana,100-199,500-599
Micropholis venulosa,100-199,1700-1799
Minquartia guianensis,100-199,1300-1399
Mollinedia killipii,100-199,1700-1799
Mollinedia lanceolata,1700-1799,1700-1799
Mollinedia ovata,100-199,2000-2099
Mollinedia repanda,800-899,1900-1999
Mollinedia tomentosa,500-599,2100-2199
Monnina aestuans,3200-3299,3200-3299
Monnina pseudopilosa,1600-1699,3700-3799
Morella parvifolia,2300-2399,3600-3699
Morella pubescens,700-799,3600-3699
Morus alba,2100-2199,2100-2199
Mouriri nigra,200-299,500-599
Mouriri peruviana,N/A,N/A
Moutabea gentryi,N/A,N/A
Muntingia calabura,300-399,1700-1799
Myrcia minutiflora,N/A,N/A
Myrcia mollis,900-999,2500-2599
Myrcia neesiana,800-899,2200-2299
Myrcia paivae,600-699,2700-2799
Myrcia paive,600-699,2700-2799
Myrcia splendens,100-199,2400-2499
Myrcia sylvatica,500-599,500-599
Myrcianthes alaternifolia,2800-2899,2800-2899
Myrcianthes fimbriata,1900-1999,2800-2899
Myrcianthes myrsinoides,1700-1799,3400-3499
Myrcianthes orthostemon,1300-1399,3000-3099
Myrcianthes rhopaloides,1300-1399,3600-3699
Myriocarpa laevigata,800-899,800-899
Myriocarpa stipitata,200-299,1900-1999
Myroxylon balsamum,200-299,1700-1799
Myroxylon peruiferum,500-599,500-599
Myrsine andina,1900-1999,4000-4099
Myrsine coriacea,1000-1099,2900-2999
Myrsine dependens,1900-1999,3800-3899
Myrsine guianensis,N/A,N/A
Myrsine latifolia,800-899,2900-2999
Myrsine pellucida,1000-1099,2900-2999
Myrsine reynelii,N/A,N/A
Naucleopsis chiguila,600-699,2100-2199
Naucleopsis concinna,100-199,100-199
Naucleopsis glabra,100-199,2100-2199
Naucleopsis krukovii,200-299,400-499
Naucleopsis naga,800-899,2200-2299
Naucleopsis ulei,100-199,1600-1699
Nealchornea yapurensis,100-199,1200-1299
Nectandra acuminata,300-399,300-399
Nectandra acutifolia,800-899,2100-2199
Nectandra cissiflora,500-599,2300-2399
Nectandra cuspidata,500-599,1900-1999
Nectandra discolor,2200-2299,2200-2299
Nectandra laurel,700-799,2700-2799
Nectandra lineata,400-499,1700-1799
Nectandra lineatifolia,700-799,2100-2199
Nectandra longifolia,400-499,1700-1799
Nectandra membranacea,200-299,2200-2299
Nectandra obtusata,1200-1299,2600-2699
Nectandra olida,700-799,1100-1199
Nectandra pulverulenta,700-799,700-799
Nectandra reticulata,200-299,2300-2399
Nectandra subbullata,2000-2099,2300-2399
Nectandra viburnoides,200-299,200-299
Neea divaricata,100-199,1000-1099
Neea floribunda,100-199,500-599
Neea macrophylla,100-199,800-899
Neea ovalifolia,500-599,1700-1799
Neea parviflora,100-199,600-699
Neea spruceana,100-199,1400-1499
Neea virens,100-199,1300-1399
Norantea guianensis,100-199,1900-1999
Nordenstamia cajamarcensis,2300-2399,2300-2399
Notopleura macrophylla,100-199,2500-2599
Notopleura siggersiana,N/A,N/A
Ochroma pyramidale,100-199,1600-1699
Ocotea aciphylla,100-199,2000-2099
Ocotea arnottiana,2600-2699,2600-2699
Ocotea benthamiana,1400-1499,2400-2499
Ocotea bofo,100-199,1800-1899
Ocotea cernua,100-199,1900-1999
Ocotea costulata,100-199,600-699
Ocotea cuneifolia,1000-1099,2200-2299
Ocotea floccifera,600-699,2000-2099
Ocotea floribunda,200-299,2600-2699
Ocotea guianensis,N/A,N/A
Ocotea infrafoveolata,1000-1099,3300-3399
Ocotea insularis,300-399,2200-2299
Ocotea javitensis,100-199,2200-2299
Ocotea karsteniana,600-699,600-699
Ocotea leucoxylon,100-199,1600-1699
Ocotea longifolia,100-199,1400-1499
Ocotea mandonii,N/A,N/A
Ocotea marmellensis,N/A,N/A
Ocotea multinervis,N/A,N/A
Ocotea oblonga,100-199,2000-2099
Ocotea oblongoobovata,1900-1999,1900-1999
Ocotea obovata,N/A,N/A
Ocotea olivacea,400-499,1900-1999
Ocotea oreophila,N/A,N/A
Ocotea ovalifolia,1500-1599,1500-1599
Ocotea pacifica,500-599,700-799
Ocotea pedanomischa,2000-2099,2700-2799
Ocotea pichinchensis,1600-1699,1700-1799
Ocotea puberula,100-199,1900-1999
Ocotea rugosa,1800-1899,2000-2099
Ocotea sericea,2700-2799,2800-2899
Ocotea smithiana,2400-2499,3000-3099
Ocotea tessmannii,2200-2299,2200-2299
Oenocarpus bacaba,N/A,N/A
Oenocarpus bataua,100-199,1300-1399
Oenocarpus mapora,100-199,1000-1099
Oenocarpus minor,200-299,500-599
Olmedia aspera,100-199,2200-2299
Oreocallis grandiflora,1500-1599,3500-3599
Oreopanax albanensis,N/A,N/A
Oreopanax andreanus,2400-2499,3900-3999
Oreopanax bogotensis,1500-1599,3000-3099
Oreopanax capitatus,500-599,1900-1999
Oreopanax ecuadorensis,2000-2099,3600-3699
Oreopanax grandifolius,1900-1999,2000-2099
Oreopanax incisus,1500-1599,3000-3099
Oreopanax microflorous,800-899,2400-2499
Oreopanax palamophyllus,1100-1199,3200-3299
Oreopanax rosei,1600-1699,2600-2699
Oreopanax seemannianus,2800-2899,3800-3899
Ossaea micrantha,500-599,2000-2099
Osteophloeum platyspermum,100-199,1400-1499
Otoba glycycarpa,100-199,1900-1999
Otoba gordoniifolia,600-699,2200-2299
Otoba novogranatensis,100-199,1700-1799
Otoba parvifolia,100-199,1700-1799
Ouratea amplifolia,500-599,500-599
Ouratea pendula,100-199,200-299
Oxandra polyantha,100-199,100-199
Palicourea acanthacea,N/A,N/A
Palicourea amethystina,700-799,3300-3399
Palicourea andaluciana,2500-2599,2500-2599
Palicourea andrei,1700-1799,2600-2699
Palicourea angustifolia,1400-1499,2200-2299
Palicourea apicata,1900-1999,3200-3299
Palicourea calophlebia,1600-1699,2200-2299
Palicourea cutucuana,900-999,1900-1999
Palicourea demissa,600-699,3100-3199
Palicourea garciae,600-699,2200-2299
Palicourea guianensis,100-199,2100-2199
Palicourea latifolia,2200-2299,2200-2299
Palicourea leuconeura,N/A,N/A
Palicourea lineata,1200-1299,3300-3399
Palicourea luteonivea,400-499,2100-2199
Palicourea lyristipula,1700-1799,3000-3099
Palicourea obovata,800-899,2600-2699
Palicourea palenquensis,400-499,1900-1999
Palicourea pyramidalis,400-499,2000-2099
Palicourea sodiroi,1200-1299,2300-2399
Palicourea stipularis,1300-1399,3000-3099
Palicourea subscandens,1000-1099,1700-1799
Palicourea sulphurea,1700-1799,2100-2199
Palicourea thyrsiflora,600-699,3100-3199
Palicourea tinctoria,800-899,2200-2299
Palicourea weberbaueri,1000-1099,3200-3299
Panopsis megistosperma,700-799,700-799
Panopsis metcalfii,1700-1799,2200-2299
Panopsis mucronata,2100-2199,2100-2199
Panopsis pearcei,2200-2299,2600-2699
Panopsis polystachya,2100-2199,2500-2599
Panopsis rubescens,200-299,300-399
Panopsis suaveolens,N/A,N/A
Parathesis adenanthera,500-599,1900-1999
Parinari parilis,100-199,100-199
Passiflora arborea,1300-1399,1400-1499
Passiflora macrophylla,100-199,1900-1999
Paullinia capreolata,100-199,1900-1999
Pausandra trianae,100-199,800-899
Peltogyne paniculata,N/A,N/A
Pentacalia disciformis,2700-2799,2900-2999
Pentacalia oronocensis,2000-2099,3400-3499
Pentacalia theifolia,2600-2699,3200-3299
Pentagonia clementinensis,500-599,1700-1799
Pentagonia grandiflora,N/A,N/A
Pentagonia macrophylla,100-199,1300-1399
Pentagonia williamsii,200-299,500-599
Peperomia elongata,800-899,2200-2299
Pera glabrata,N/A,N/A
Pera tomentosa,N/A,N/A
Perebea angustifolia,200-299,1300-1399
Perebea guianensis,100-199,1400-1499
Perebea humilis,100-199,100-199
Perebea xanthochyma,100-199,1500-1599
Perrottetia sessiliflora,1100-1199,1900-1999
Persea americana,100-199,3000-3099
Persea areolatocostae,400-499,2100-2199
Persea brevipes,2300-2399,3100-3199
Persea caerulea,600-699,2300-2399
Persea cuneata,1400-1499,1800-1899
Persea ferruginea,2400-2499,3000-3099
Persea mutisii,2100-2199,3000-3099
Persea nudigemma,900-999,2300-2399
Persea pseudofasciculata,1000-1099,1900-1999
Persea raimondii,900-999,2100-2199
Persea rigens,900-999,2100-2199
Persea sericea,2200-2299,3100-3199
Persea subcordata,1700-1799,2700-2799
Persea weberbaueri,1000-1099,2800-2899
Petrea pubescens,700-799,800-899
Phenakospermum guyannense,N/A,N/A
Pholidostachys dactyloides,300-399,800-899
Phyllanthus acuminatus,700-799,700-799
Phyllanthus attenuatus,300-399,1900-1999
Phyllanthus brasiliensis,300-399,3600-3699
Phytelephas aequatorialis,600-699,1700-1799
Phytolacca dioica,700-799,1800-1899
Picramnia latifolia,100-199,1700-1799
Picramnia sellowii,100-199,2400-2499
Pinus patula,2100-2199,2800-2899
Piper adenandrum,N/A,N/A
Axinaea confusa,1900-1999,1900-1999
Axinaea macrophylla,1700-1799,3400-3499
Axinaea quitensis,1600-1699,3700-3799
Axinaea scutigera,2600-2699,2800-2899
Baccharis brachylaenoides,1300-1399,3400-3499
Baccharis latifolia,800-899,4000-4099
Baccharis oblongifolia,2100-2199,3200-3299
Bactris gasipaes,200-299,1200-1299
Bactris maraja,100-199,1000-1099
Bactris setulosa,300-399,1700-1799
Banara glauca,N/A,N/A
Banara guianensis,100-199,2200-2299
Banara ibaguensis,N/A,N/A
Banara regia,800-899,1700-1799
Barnadesia parviflora,1000-1099,2800-2899
Bathysa australis,500-599,500-599
Batocarpus costaricensis,400-499,500-599
Batocarpus orinocensis,100-199,1300-1399
Bauhinia tarapotensis,100-199,900-999
Beilschmiedia alloiophylla,600-699,800-899
Beilschmiedia costaricensis,400-499,1800-1899
Beilschmiedia latifolia,600-699,600-699
Beilschmiedia pendula,1200-1299,1600-1699
Beilschmiedia sulcata,1000-1099,2000-2099
Beilschmiedia tovarensis,600-699,2200-2299
Bejaria aestuans,1300-1399,3400-3499
Bejaria resinosa,1900-1999,3800-3899
Bellucia grossularioides,500-599,700-799
Bellucia pentamera,100-199,1600-1699
Bertiera angustifolia,400-499,1000-1099
Besleria formosa,1400-1499,3100-3199
Billia rosea,600-699,2000-2099
Blakea eriocalyx,500-599,1600-1699
Blakea mexiae,400-499,800-899
Blakea multiflora,300-399,1500-1599
Piper aduncum,100-199,3100-3199
Piper amalago,400-499,700-799
Piper andreanum,1900-1999,3200-3299
Piper arboreum,100-199,2200-2299
Piper artanthe,N/A,N/A
Piper augustum,100-199,2100-2199
Piper barbatum,1400-1499,3300-3399
Piper carpunya,500-599,2500-2599
Piper cernuum,300-399,300-399
Piper crassinervium,100-199,2200-2299
Piper ecuadorense,2200-2299,2700-2799
Piper glanduligerum,1700-1799,1700-1799
Piper grande,1300-1399,1700-1799
Piper heterophyllum,100-199,1200-1299
Piper hylophilum,1000-1099,1000-1099
Piper imperiale,600-699,1700-1799
Piper lacunosum,2100-2199,2500-2599
Piper longepilosum,600-699,2100-2199
Piper longispicum,1700-1799,1700-1799
Piper marequitense,500-599,2100-2199
Piper munchanum,1700-1799,2100-2199
Piper nubigenum,1900-1999,3300-3399
Piper obliquum,100-199,2300-2399
Piper perareolatum,1000-1099,2900-2999
Piper phytolaccifolium,100-199,2700-2799
Piper reticulatum,100-199,500-599
Piper tuberculatum,100-199,700-799
Piptocarpha lechleri,300-399,2000-2099
Piptocoma discolor,200-299,2600-2699
Pisonia aculeata,100-199,1000-1099
Pittoniotis rotata,2000-2099,2000-2099
Platymiscium darienense,N/A,N/A
Platymiscium pinnatum,800-899,1000-1099
Platymiscium stipulare,200-299,1000-1099
Pleuranthodendron lindenii,100-199,1000-1099
Pleurothyrium cuneifolium,400-499,1400-1499
Pleurothyrium glabrifolium,1400-1499,1400-1499
Pleurothyrium parviflorum,100-199,100-199
Pleurothyrium poeppigii,400-499,1700-1799
Pleurothyrium trianae,200-299,2100-2199
Plumeria rubra,700-799,1100-1199
Podocarpus guatemalensis,900-999,2600-2699
Podocarpus magnifolius,N/A,N/A
Podocarpus oleifolius,800-899,3900-3999
Polybotrya polybotryoides,500-599,1700-1799
Polylepis pauta,3500-3599,4000-4099
Posoqueria chocoana,500-599,500-599
Posoqueria coriacea,400-499,2000-2099
Posoqueria latifolia,100-199,1700-1799
Potalia amara,100-199,1000-1099
Poulsenia armata,100-199,1200-1299
Pourouma bicolor,100-199,1700-1799
Pourouma cecropiifolia,100-199,2100-2199
Pourouma cuspidata,N/A,N/A
Pourouma guianensis,100-199,1800-1899
Pourouma herrerensis,100-199,100-199
Pourouma melinonii,200-299,1800-1899
Pourouma minor,100-199,1700-1799
Pourouma mollis,100-199,1900-1999
Pouteria baehniana,200-299,2100-2199
Pouteria bangii,100-199,1900-1999
Pouteria bilocularis,200-299,1600-1699
Pouteria buenaventurensis,500-599,1600-1699
Pouteria caimito,100-199,2100-2199
Pouteria campanulata,100-199,300-399
Pouteria condorensis,1700-1799,1800-1899
Pouteria cuspidata,100-199,1600-1699
Pouteria durlandii,200-299,1000-1099
Pouteria egregia,N/A,N/A
Pouteria gigantea,N/A,N/A
Pouteria glomerata,100-199,1300-1399
Pouteria guianensis,1000-1099,1000-1099
Pouteria juruana,N/A,N/A
Pouteria lucuma,600-699,2700-2799
Pouteria lucumifolia,100-199,500-599
Pouteria macrophylla,N/A,N/A
Pouteria multiflora,200-299,1200-1299
Pouteria oblanceolata,400-499,1600-1699
Pouteria reticulata,100-199,600-699
Pouteria sapota,N/A,N/A
Pouteria stipitata,N/A,N/A
Pouteria subrotata,800-899,800-899
Pouteria torta,100-199,1500-1599
Pouteria trilocularis,200-299,1000-1099
Pouteria vernicosa,200-299,500-599
Praecereus euchlorus,600-699,2000-2099
Prestoea acuminata,600-699,2500-2599
Prestoea decurrens,600-699,1100-1199
Prestoea ensiformis,400-499,2200-2299
Prockia pentamera,400-499,400-499
Protium altsonii,100-199,100-199
Protium amazonicum,100-199,1000-1099
Protium amplum,N/A,N/A
Protium apiculatum,100-199,100-199
Protium aracouchini,200-299,900-999
Protium colombianum,N/A,N/A
Protium cuneatum,500-599,500-599
Protium divaricatum,100-199,600-699
Protium ecuadorense,300-399,300-399
Protium glabrescens,200-299,500-599
Protium guianense,N/A,N/A
Protium hebetatum,100-199,100-199
Protium laxiflorum,600-699,600-699
Protium macrophyllum,N/A,N/A
Protium opacum,100-199,1700-1799
Protium rhynchophyllum,N/A,N/A
Protium sagotianum,200-299,600-699
Protium spruceanum,500-599,800-899
Protium subserratum,100-199,1100-1199
Protium tenuifolium,N/A,N/A
Protium unifoliolatum,100-199,500-599
Prumnopitys harmsiana,2000-2099,2000-2099
Prumnopitys montana,1700-1799,3200-3299
Prunus debilis,200-299,2200-2299
Prunus falcata,N/A,N/A
Prunus herthae,1000-1099,2100-2199
Prunus huantensis,1000-1099,3300-3399
Prunus integrifolia,2300-2399,2300-2399
Prunus muris,N/A,N/A
Prunus opaca,1900-1999,3100-3199
Prunus pleiantha,1900-1999,1900-1999
Prunus stipulata,1600-1699,1600-1699
Prunus subcorymbosa,1100-1199,2200-2299
Psammisia graebneriana,2800-2899,2900-2999
Pseudobombax septenatum,700-799,1300-1399
Pseudolmedia laevigata,100-199,1700-1799
Pseudolmedia laevis,100-199,1700-1799
Pseudolmedia macrophylla,100-199,1600-1699
Pseudolmedia rigida,100-199,1900-1999
Pseudoxandra pacifica,N/A,N/A
Psidium guineense,500-599,2100-2199
Psychotria brachiata,1100-1199,2100-2199
Psychotria capitata,N/A,N/A
Psychotria cauligera,500-599,1300-1399
Psychotria ernestii,N/A,N/A
Psychotria fortuita,1700-1799,2300-2399
Psychotria grandis,500-599,500-599
Psychotria horizontalis,300-399,1100-1199
Psychotria micrantha,100-199,800-899
Psychotria montivaga,1000-1099,2200-2299
Psychotria officinalis,N/A,N/A
Psychotria pichisensis,100-199,2100-2199
Psychotria remota,100-199,1900-1999
Psychotria saltatrix,1300-1399,1400-1499
Pterocarpus officinalis,500-599,1300-1399
Pterocarpus rohrii,100-199,1000-1099
Purdiaea nutans,800-899,2500-2599
Qualea lineata,N/A,N/A
Qualea paraensis,100-199,600-699
Quararibea grandifolia,600-699,600-699
Quararibea wittii,200-299,1000-1099
Quiina amazonica,100-199,1000-1099
Quiina cruegeriana,300-399,300-399
Quiina florida,100-199,2100-2199
Quiina macrophylla,100-199,100-199
Quiina obovata,100-199,100-199
Quiina pteridophylla,N/A,N/A
Randia armata,100-199,2200-2299
Randia ferox,N/A,N/A
Randia hondensis,N/A,N/A
Rauvolfia leptophylla,600-699,1900-1999
Rauvolfia sprucei,100-199,100-199
Ravenia biramosa,100-199,100-199
Remijia chelomaphylla,500-599,1400-1499
Retiniphyllum concolor,100-199,800-899
Retrophyllum rospigliosii,1700-1799,2200-2299
Rhamnidium elaeocarpum,300-399,400-499
Rhamnus glandulosa,N/A,N/A
Rhodostemonodaphne cyclops,1800-1899,2000-2099
Rhodostemonodaphne grandis,300-399,700-799
Rhodostemonodaphne kunthiana,100-199,2100-2199
Richeria grandis,100-199,1900-1999
Rinorea lindeniana,100-199,800-899
Rinorea paniculata,N/A,N/A
Rinorea pubiflora,N/A,N/A
Rinorea viridifolia,100-199,1000-1099
Rinoreocarpus ulei,N/A,N/A
Ronabea latifolia,100-199,800-899
Roucheria columbiana,100-199,600-699
Roucheria laxiflora,1100-1199,1700-1799
Roupala cordifolia,2100-2199,2800-2899
Roupala monosperma,800-899,2800-2899
Roupala montana,100-199,2200-2299
Ruagea glabra,500-599,2900-2999
Ruagea hirsuta,600-699,3100-3199
Ruagea pubescens,1700-1799,3000-3099
Ruagea tomentosa,600-699,2400-2499
Rudgea ciliata,1600-1699,1600-1699
Rudgea cornifolia,100-199,1100-1199
Rudgea verticillata,400-499,1600-1699
Ruizodendron ovale,200-299,800-899
Ruprechtia tenuiflora,N/A,N/A
Ryania spruceana,100-199,300-399
Salacia cordata,300-399,2000-2099
Salacia solimoesensis,N/A,N/A
Sambucus nigra,1500-1599,3100-3199
Sambucus peruviana,2700-2799,3600-3699
Sapindus saponaria,700-799,2200-2299
Sapium glandulosum,200-299,2100-2199
Sapium laurifolium,200-299,1600-1699
Sapium marmieri,200-299,2100-2199
Sapium stylare,1400-1499,2900-2999
Saracha punctata,2700-2799,3700-3799
Sarcaulus brasiliensis,100-199,1000-1099
Sarcaulus oblatus,400-499,1000-1099
Saurauia brachybotrys,N/A,N/A
Saurauia bullosa,1300-1399,3200-3299
Saurauia harlingii,1300-1399,1700-1799
Saurauia herthae,400-499,1600-1699
Saurauia peruviana,800-899,2500-2599
Saurauia prainiana,400-499,2200-2299
Saurauia pseudostrigillosa,1000-1099,2800-2899
Saurauia tomentosa,1200-1299,3000-3099
Saurauia ursina,N/A,N/A
Schefflera minutiflora,1300-1399,2200-2299
Schefflera sodiroi,1700-1799,2800-2899
Schizocalyx bracteosa,300-399,500-599
Schizolobium parahyba,300-399,800-899
Schnella glabra,100-199,200-299
Senegalia polyphylla,300-399,1200-1299
Senegalia riparia,1100-1199,1300-1399
Senna bacillaris,100-199,1300-1399
Senna mollissima,600-699,2000-2099
Senna ruiziana,100-199,1600-1699
Senna silvestris,N/A,N/A
Senna spectabilis,1000-1099,1500-1599
Sessea dependens,2700-2799,2700-2799
Sessea vestita,2600-2699,3200-3299
Simaba guianensis,200-299,1300-1399
Simarouba amara,100-199,1600-1699
Simira cordifolia,200-299,1000-1099
Simira mollis,500-599,500-599
Simira rubescens,100-199,600-699
Siparuna aspera,500-599,3000-3099
Siparuna bifida,N/A,N/A
Siparuna cascada,1400-1499,2200-2299
Siparuna cervicornis,200-299,600-699
Siparuna conica,500-599,600-699
Siparuna cristata,100-199,1300-1399
Siparuna decipiens,100-199,1400-1499
Siparuna echinata,1200-1299,3000-3099
Siparuna eggersii,400-499,2400-2499
Siparuna gigantotepala,700-799,700-799
Siparuna guianensis,100-199,900-999
Siparuna laurifolia,500-599,500-599
Siparuna lepidota,500-599,2200-2299
Siparuna piloso-lepidota,1000-1099,2900-2999
Siparuna thecaphora,100-199,1900-1999
Siparuna tomentosa,500-599,1400-1499
Siphoneugena densiflora,2200-2299,2500-2599
Siphoneugena dussii,2100-2199,2100-2199
Sisyrinchium micranthum,1300-1399,3400-3499
Sloanea brevipes,500-599,500-599
Sloanea brevispina,1700-1799,1700-1799
Sloanea durissima,100-199,2100-2199
Sloanea eichleri,100-199,100-199
Sloanea fragrans,200-299,1000-1099
Sloanea garckeana,N/A,N/A
Sloanea gracilis,N/A,N/A
Sloanea guianensis,100-199,2100-2199
Sloanea latifolia,500-599,500-599
Sloanea laxiflora,500-599,500-599
Sloanea medusula,N/A,N/A
Sloanea meianthera,N/A,N/A
Sloanea multiflora,400-499,400-499
Sloanea obtusifolia,500-599,500-599
Sloanea parvifructa,1000-1099,1000-1099
Sloanea pubescens,200-299,1100-1199
Sloanea robusta,400-499,500-599
Sloanea rufa,200-299,1400-1499
Sloanea sinemariensis,N/A,N/A
Sloanea terniflora,1600-1699,1600-1699
